fold,domain,user_id,mediator,head,eff_dof,ccc,srocc,plcc,seed,stage2_variant
0,art,3,population,ridge,,0.0696484170630101,0.1000371690982388,0.0959784853838684,0,A
0,art,3,identity,ridge,25.94739800720999,0.1032751592935356,0.2207480332794633,0.2392028248258727,0,A
0,art,3,random,ridge,7.058076201021722,-0.0115854546388567,0.000293938792649,-0.0289735467955266,0,A
0,art,3,shuffled,ridge,6.986369556746873,-0.0040052650745607,-0.0123454292912616,-0.0084542564638366,0,A
0,art,3,pca,ridge,7.584276773760029,0.1213532132963998,0.2466636368313577,0.2349898942557333,0,A
0,art,3,emotion,ridge,6.357419622712372,0.0022344147113463,-0.0140600722483812,0.0077673680645186,0,A
0,art,3,population,mlp,,0.1395680138493316,0.2077657366041287,0.1798001104314358,0,A
0,art,3,identity,mlp,,0.2055162152357074,0.1726400508825629,0.215507770582655,0,A
0,art,3,random,mlp,,0.1320629685641432,0.2246672171814511,0.195578002148872,0,A
0,art,3,shuffled,mlp,,0.0438019114288074,0.0307166038318294,0.0555390124139801,0,A
0,art,3,pca,mlp,,0.1811963293106124,0.1753834796139544,0.2150442318063615,0,A
0,art,3,emotion,mlp,,0.2424583098494345,0.2339262891498974,0.2609873701107016,0,A
0,art,3,gt_emotion,ridge,6.724840859253102,0.7842236900183687,0.8127491571512181,0.8343545768710184,0,A
0,art,14,population,ridge,,0.3209065708375359,0.6387189479847772,0.6318512530494379,0,A
0,art,14,identity,ridge,26.156284700180255,0.4533185892504423,0.6563024698439118,0.6076108264509753,0,A
0,art,14,random,ridge,7.054926232963791,0.450733313985812,0.5540299514598496,0.5478315953213589,0,A
0,art,14,shuffled,ridge,6.972095231221313,0.4865103309955694,0.5685338734453503,0.5357999156807696,0,A
0,art,14,pca,ridge,7.5871605210926525,0.476725332932793,0.5957038916853125,0.5417358532915209,0,A
0,art,14,emotion,ridge,6.3201926315890375,0.5048899224556181,0.6424442704125599,0.6111265172466622,0,A
0,art,14,population,mlp,,0.3288875804974066,0.6066315041401419,0.6155006552043506,0,A
0,art,14,identity,mlp,,0.223808796400544,0.2782070789068153,0.2568325340953288,0,A
0,art,14,random,mlp,,0.0982180452386163,0.1601391934289542,0.101890752161974,0,A
0,art,14,shuffled,mlp,,0.4512582203837471,0.5057001018300815,0.4789020338872387,0,A
0,art,14,pca,mlp,,0.4337095621181367,0.4408794915866618,0.4484662493749378,0,A
0,art,14,emotion,mlp,,0.5503624608530309,0.5492615387522877,0.5528216371442062,0,A
0,art,14,gt_emotion,ridge,4.82953546828118,0.5782243342623432,0.7623983691861446,0.7092215305826629,0,A
0,art,15,population,ridge,,0.1676902202765954,0.2265408498096153,0.2301194066852365,0,A
0,art,15,identity,ridge,26.217696794093893,0.0677695287077905,0.1388133571032195,0.1159774838332573,0,A
0,art,15,random,ridge,7.027456205892344,0.1471174520917257,0.2407195668511454,0.2321337257705367,0,A
0,art,15,shuffled,ridge,6.911810695830021,0.1702394298973381,0.2641914504929293,0.249297114652221,0,A
0,art,15,pca,ridge,7.584638866479005,0.1332385912767434,0.200042049046606,0.2020673781268048,0,A
0,art,15,emotion,ridge,6.288435095577292,0.1452463336246411,0.2970096045441113,0.2222908119855391,0,A
0,art,15,population,mlp,,0.1788408029019431,0.2545796610378096,0.236714373342037,0,A
0,art,15,identity,mlp,,0.0889846982296744,0.1909081938737851,0.0937650837926255,0,A
0,art,15,random,mlp,,-0.0190212520702101,0.0419520092240028,-0.0215587907040068,0,A
0,art,15,shuffled,mlp,,-0.0169974452539033,-0.0308002093036982,-0.0195536703895009,0,A
0,art,15,pca,mlp,,0.0622376793623709,0.1387071494849309,0.0635726069556881,0,A
0,art,15,emotion,mlp,,0.2770305070555526,0.2755025618406668,0.2801419075698634,0,A
0,art,15,gt_emotion,ridge,2.908369208691603,0.4228055098203349,0.6381719865599667,0.6436590277410313,0,A
0,art,19,population,ridge,,0.5000572351739344,0.5763815116948287,0.5774940397691585,0,A
0,art,19,identity,ridge,26.530228936295504,0.3472095177542199,0.4839010856730015,0.4885668907552914,0,A
0,art,19,random,ridge,7.084806855605756,0.4348131650799234,0.5130319210542027,0.5272311637805479,0,A
0,art,19,shuffled,ridge,6.9538799998268015,0.5094571683598612,0.6143912660792041,0.632404284598298,0,A
0,art,19,pca,ridge,7.58079116106733,0.4856762394471141,0.5741867227277518,0.5795251476126156,0,A
0,art,19,emotion,ridge,6.364975322273528,0.4992063892833251,0.5916951528969326,0.6047699711922426,0,A
0,art,19,population,mlp,,0.4517657606265233,0.4794117446039808,0.5082323517801931,0,A
0,art,19,identity,mlp,,0.4499814481114156,0.5582745027164451,0.5368532417326529,0,A
0,art,19,random,mlp,,0.3236080381002683,0.407133353392747,0.36287548297564,0,A
0,art,19,shuffled,mlp,,0.5463642229204043,0.5852105491305695,0.5978991990797667,0,A
0,art,19,pca,mlp,,0.5131601194826282,0.5603196469812212,0.5404000553475543,0,A
0,art,19,emotion,mlp,,0.3685192914498819,0.4151144041821171,0.4081894857456598,0,A
0,art,19,gt_emotion,ridge,6.0059679682880605,0.9065387401893148,0.8853250260531242,0.9188744386813849,0,A
0,art,21,population,ridge,,0.2580570034980329,0.4620101451108722,0.4633575163440273,0,A
0,art,21,identity,ridge,25.83360060659302,0.3950616794036204,0.5080803925440923,0.5182964812673081,0,A
0,art,21,random,ridge,7.106164489536345,0.3945943919072772,0.4791607503234575,0.4803134370518395,0,A
0,art,21,shuffled,ridge,6.889814655895987,0.3183671424244673,0.4697052846930586,0.4482559383246492,0,A
0,art,21,pca,ridge,7.580769304103457,0.4428094194656405,0.5529938542884869,0.5376844894282291,0,A
0,art,21,emotion,ridge,6.347352844351106,0.4524656306731521,0.5156246470364317,0.5171242927467106,0,A
0,art,21,population,mlp,,0.2341808058946101,0.3940112646199187,0.3682364192083392,0,A
0,art,21,identity,mlp,,0.2839861165906828,0.3559379269485785,0.3162726543076715,0,A
0,art,21,random,mlp,,0.4536963012816961,0.4740809522986154,0.4752793749170914,0,A
0,art,21,shuffled,mlp,,0.2739851506797642,0.3568432374876593,0.3577578410190043,0,A
0,art,21,pca,mlp,,0.2751235328360176,0.2769747299287583,0.2933511839416046,0,A
0,art,21,emotion,mlp,,0.1649996539585028,0.190064918177007,0.1713207829862126,0,A
0,art,21,gt_emotion,ridge,6.185572750922691,0.7121701846228439,0.7073235522167572,0.7579491679183135,0,A
0,art,22,population,ridge,,0.2893085154397253,0.4197859988448614,0.4241239647530752,0,A
0,art,22,identity,ridge,26.04456577173129,0.4013797738410334,0.4646761276937321,0.4965483523318218,0,A
0,art,22,random,ridge,7.008689009830414,0.446336292205536,0.4276247306720503,0.4808021362119327,0,A
0,art,22,shuffled,ridge,6.672426011967008,0.4229084139497601,0.4703239096313341,0.4794271960201687,0,A
0,art,22,pca,ridge,7.566435511975595,0.4852814350247809,0.4833235456428833,0.5214763884409158,0,A
0,art,22,emotion,ridge,6.273293017280336,0.3283678398586233,0.3702218435648721,0.3555149765117291,0,A
0,art,22,population,mlp,,0.3409622057891034,0.4502158584224582,0.4848476626331727,0,A
0,art,22,identity,mlp,,0.4013246143221766,0.3856558683426291,0.4250100852164704,0,A
0,art,22,random,mlp,,0.3280800562241873,0.3272792257289676,0.3363543722417444,0,A
0,art,22,shuffled,mlp,,0.3782137073372761,0.3647688127285667,0.3850855896054648,0,A
0,art,22,pca,mlp,,0.3968145467085676,0.390962835852962,0.400030337559155,0,A
0,art,22,emotion,mlp,,-0.0066014865097078,0.0104678716946932,-0.0067049247547618,0,A
0,art,22,gt_emotion,ridge,6.036192576516655,0.6117755407545267,0.7000955518853148,0.6827297267581948,0,A
0,art,30,population,ridge,,-0.1871926831879268,-0.2167027463803816,-0.2097888838324148,0,A
0,art,30,identity,ridge,26.238665546604384,0.2313273438293578,0.3365271997075529,0.3606537179171331,0,A
0,art,30,random,ridge,7.012296169763483,0.1070109286328248,0.1579526636099815,0.196841997033434,0,A
0,art,30,shuffled,ridge,6.921219356099233,0.1644792240383032,0.2814366338773966,0.245852729614268,0,A
0,art,30,pca,ridge,7.6031655759996255,0.2867714690501408,0.4033381103328144,0.379854402554665,0,A
0,art,30,emotion,ridge,6.566912671066668,0.1927034795451783,0.3249552137073225,0.2860513231929124,0,A
0,art,30,population,mlp,,-0.1290204242991267,-0.166458567849467,-0.1391052128231225,0,A
0,art,30,identity,mlp,,0.360778125692523,0.3782160210673571,0.4113525423022711,0,A
0,art,30,random,mlp,,0.0461490932210586,0.0608271058986466,0.0525576419465149,0,A
0,art,30,shuffled,mlp,,0.1033059299306263,0.1401001552933868,0.1161029010008629,0,A
0,art,30,pca,mlp,,0.189862308621265,0.165865132669968,0.2090808391154988,0,A
0,art,30,emotion,mlp,,0.0680161303501812,0.0492551198984162,0.0693415140940689,0,A
0,art,30,gt_emotion,ridge,5.978914542561485,0.8927694411154659,0.8952549953832553,0.8957094550090654,0,A
0,art,50,population,ridge,,0.494797131068719,0.4833905830178234,0.5183751256013021,0,A
0,art,50,identity,ridge,26.424141893780394,0.3652539094650271,0.5074286130982526,0.498621749558757,0,A
0,art,50,random,ridge,7.054226413409076,0.4649802297290793,0.4983814770504762,0.5620902471485316,0,A
0,art,50,shuffled,ridge,6.877211497685801,0.373589187326951,0.4532509960679635,0.4398346168844027,0,A
0,art,50,pca,ridge,7.608429872275869,0.4573566731692877,0.4772890261483927,0.5302386405538384,0,A
0,art,50,emotion,ridge,6.510122951309873,0.4708970003099473,0.5310984457813888,0.5507945734699207,0,A
0,art,50,population,mlp,,0.4442044071247942,0.4355249213697037,0.4686653993924043,0,A
0,art,50,identity,mlp,,0.1585678202987377,0.2471656528401253,0.2189114418080307,0,A
0,art,50,random,mlp,,0.4412415654342462,0.4211652228752679,0.4459565504533307,0,A
0,art,50,shuffled,mlp,,0.3815537698703736,0.4362087165361054,0.4046049871608252,0,A
0,art,50,pca,mlp,,0.4667712999627779,0.4750798417646334,0.4869281747687487,0,A
0,art,50,emotion,mlp,,0.3690123322889886,0.286089377696838,0.3711989580908262,0,A
0,art,50,gt_emotion,ridge,4.887472729597931,0.6273298628898818,0.6037193766095725,0.7133264191741004,0,A
0,art,57,population,ridge,,0.4651305153214178,0.5106581584154437,0.5381880526007186,0,A
0,art,57,identity,ridge,26.225525883202167,0.3287158128086686,0.395521000600426,0.452057234264134,0,A
0,art,57,random,ridge,7.101144873260244,0.3789653030016356,0.4272151399135301,0.4876426026416398,0,A
0,art,57,shuffled,ridge,6.960143244875976,0.3937085791723037,0.4688000364950338,0.4549756798597735,0,A
0,art,57,pca,ridge,7.614677465002942,0.4327097731956956,0.4695650674439707,0.486554026115664,0,A
0,art,57,emotion,ridge,6.427052118051289,0.37031705616914,0.5074887444841333,0.4527287388423407,0,A
0,art,57,population,mlp,,0.4733347477550088,0.5774890763118682,0.5637430692513993,0,A
0,art,57,identity,mlp,,0.0878468899647337,0.0804375397739468,0.1648064741888456,0,A
0,art,57,random,mlp,,0.3530272753482292,0.3486355324441444,0.3535748918941,0,A
0,art,57,shuffled,mlp,,0.4674897161310699,0.4401113759098965,0.4749571506093663,0,A
0,art,57,pca,mlp,,0.3555356553072437,0.4068325296311373,0.3578332884741514,0,A
0,art,57,emotion,mlp,,0.2087723251409987,0.2555749820127373,0.2146144148684815,0,A
0,art,57,gt_emotion,ridge,4.779797565966567,0.2893647766728965,0.2913478341716796,0.3868779199731985,0,A
0,art,62,population,ridge,,0.2660497945334513,0.494897441611381,0.5166442717746041,0,A
0,art,62,identity,ridge,26.170740952692576,0.416014898061073,0.5609428241335045,0.5419682255146712,0,A
0,art,62,random,ridge,7.054392359768813,0.3321044305381863,0.4368739647160133,0.4318522450958422,0,A
0,art,62,shuffled,ridge,6.791360851787457,0.4442250426721744,0.5327923332224355,0.5430179731621091,0,A
0,art,62,pca,ridge,7.563966123131204,0.5035054254703473,0.5831876176506429,0.5661371730567011,0,A
0,art,62,emotion,ridge,6.393642448825935,0.391155901182981,0.5176835907229632,0.5212905124175836,0,A
0,art,62,population,mlp,,0.2389515824527938,0.4391870295286361,0.4109270042937412,0,A
0,art,62,identity,mlp,,0.0217357431306219,0.1001507849720724,0.0277487415827014,0,A
0,art,62,random,mlp,,0.308439169884711,0.3279138477979944,0.3477302434128276,0,A
0,art,62,shuffled,mlp,,0.4415635219364985,0.5191600150714458,0.4640374270254442,0,A
0,art,62,pca,mlp,,0.4863473598719624,0.5158134532148851,0.4976293876034861,0,A
0,art,62,emotion,mlp,,0.42698964357555,0.490222097841186,0.4279107637467182,0,A
0,art,62,gt_emotion,ridge,4.878394184884291,0.7267637083626175,0.7878692464952862,0.7715580579834878,0,A
0,art,63,population,ridge,,0.11741564424906,0.1567160551752262,0.1638334742884887,0,A
0,art,63,identity,ridge,25.921594140705352,0.0934381193285355,0.0906961009190386,0.1935647979228088,0,A
0,art,63,random,ridge,7.033597887406055,-0.0554233594625958,-0.1189260131256268,-0.0895847519882105,0,A
0,art,63,shuffled,ridge,6.764047575948158,0.1414877265898027,0.1483571981920698,0.2183141995083261,0,A
0,art,63,pca,ridge,7.554576930392324,-0.0088900597228293,-0.0914969494922751,-0.0186757428100267,0,A
0,art,63,emotion,ridge,6.298215936313969,0.0350081075503632,-0.0119626755627208,0.0499950651213239,0,A
0,art,63,population,mlp,,0.1367116170840762,0.1733837161057118,0.1784086646143004,0,A
0,art,63,identity,mlp,,0.1123013175593017,0.1499588953385429,0.1279870888355531,0,A
0,art,63,random,mlp,,-0.1052719300234356,-0.0786833723204904,-0.1143087608229806,0,A
0,art,63,shuffled,mlp,,0.3111532134094513,0.2219351608581773,0.3231769824509132,0,A
0,art,63,pca,mlp,,0.061188953371704,0.062566294784105,0.0638837713283587,0,A
0,art,63,emotion,mlp,,-0.1072494254649556,-0.0507037252930387,-0.1107560211554339,0,A
0,art,63,gt_emotion,ridge,3.1863445629920126,0.388600826622147,0.4865370991191435,0.557077918387923,0,A
0,art,79,population,ridge,,0.4554512711864512,0.4647452203784049,0.5143666626747687,0,A
0,art,79,identity,ridge,26.191887955001896,0.3800860481353187,0.4739964103717188,0.502176363049225,0,A
0,art,79,random,ridge,7.014484447045151,0.3885434681087994,0.4250464325499531,0.4814241999916882,0,A
