fold,domain,user_id,mediator,head,eff_dof,ccc,srocc,plcc,seed,stage2_variant
0,art,3,population,lasso,,0.06244597436658254,0.09650990358644981,0.08555433108989885,0,plain
0,art,3,identity,lasso,35.0,0.11805542319585827,0.18126225546693617,0.19203999855807813,0,plain
0,art,3,random,lasso,7.0,-0.027274733424633404,-0.061384217864884065,-0.06349118194974439,0,plain
0,art,3,shuffled,lasso,1.0,-0.007363722150054028,-0.014011082449606417,-0.030856404451795442,0,plain
0,art,3,pca,lasso,7.0,0.13056962675899542,0.2460757592460596,0.25344818952002834,0,plain
0,art,3,emotion,lasso,5.0,0.004572435084885641,0.007887357602750467,0.017086766615520714,0,plain
0,art,3,population,elastic,,0.06288175673616421,0.09709778117174798,0.08629512379352715,0,plain
0,art,3,identity,elastic,42.0,0.11044231858170932,0.19542030731286716,0.20537891220147467,0,plain
0,art,3,random,elastic,7.0,-0.027265756829473967,-0.061384217864884065,-0.06347892587119908,0,plain
0,art,3,shuffled,elastic,7.0,0.005074242093705271,0.006858571828478666,0.011900153988837599,0,plain
0,art,3,pca,elastic,7.0,0.12374944571465127,0.2514646371112928,0.2488310493083034,0,plain
0,art,3,emotion,elastic,5.0,0.019290209680464306,0.13237043628963827,0.11233616446828751,0,plain
0,art,14,population,lasso,,0.31370112526113064,0.6348446126598832,0.6277535882340936,0,plain
0,art,14,identity,lasso,37.0,0.4574092611421935,0.5847762792304831,0.5139173623351251,0,plain
0,art,14,random,lasso,7.0,0.23845803694486123,0.33368954759792624,0.31782422352119055,0,plain
0,art,14,shuffled,lasso,3.0,0.4103519605766852,0.49417643778680687,0.503023702073122,0,plain
0,art,14,pca,lasso,7.0,0.46431868312848235,0.5932700143658278,0.53417230281039,0,plain
0,art,14,emotion,lasso,5.0,0.42670944238171626,0.5315786749617456,0.5249331201411305,0,plain
0,art,14,population,elastic,,0.3142619329695804,0.6352916513512172,0.6289804010525841,0,plain
0,art,14,identity,elastic,46.0,0.4647256083127189,0.6141814909271149,0.5416448917859584,0,plain
0,art,14,random,elastic,7.0,0.23844110559818582,0.33368954759792624,0.3178199494594397,0,plain
0,art,14,shuffled,elastic,7.0,0.48142783204803413,0.5391286617487187,0.5255974235857357,0,plain
0,art,14,pca,elastic,7.0,0.4577531548557079,0.5907864660806393,0.5361741909049759,0,plain
0,art,14,emotion,elastic,5.0,0.4380594599398346,0.5599407963785983,0.5557677531310572,0,plain
0,art,15,population,lasso,,0.170330874319862,0.24841961917707003,0.23491191478839452,0,plain
0,art,15,identity,lasso,14.0,0.09808162752461476,0.04710307871100067,0.17712137392133764,0,plain
0,art,15,random,lasso,7.0,0.14669373504806288,0.3021075702219648,0.2904155750494571,0,plain
0,art,15,shuffled,lasso,2.0,0.09127382312457354,0.2950978674149162,0.29952933398603143,0,plain
0,art,15,pca,lasso,7.0,0.11289392955636761,0.26158936384485826,0.22775801907276122,0,plain
0,art,15,emotion,lasso,4.0,0.11994626537521207,0.2469858163301737,0.20654328828196594,0,plain
0,art,15,population,elastic,,0.17086973810711978,0.24841961917707003,0.2356393203950758,0,plain
0,art,15,identity,elastic,15.0,0.09254210450727883,0.050714137732813566,0.18299455731728448,0,plain
0,art,15,random,elastic,7.0,0.14667544812609642,0.3021075702219648,0.2904284310905897,0,plain
0,art,15,shuffled,elastic,7.0,0.1719035032409202,0.2597838343339518,0.25436402038076045,0,plain
0,art,15,pca,elastic,7.0,0.1072092274894746,0.27406875899377053,0.23861141551933507,0,plain
0,art,15,emotion,elastic,4.0,0.115211525016102,0.2629700628826102,0.2161460555478613,0,plain
0,art,19,population,lasso,,0.5100816440178864,0.5784765375270383,0.5871520125362644,0,plain
0,art,19,identity,lasso,32.0,0.2667260885699878,0.35879811454962374,0.3473639321851929,0,plain
0,art,19,random,lasso,7.0,0.2460553457487266,0.35311161586219747,0.3410506165682739,0,plain
0,art,19,shuffled,lasso,4.0,0.17689469448249157,0.3432849470777854,0.32064413582332535,0,plain
0,art,19,pca,lasso,6.0,0.25542610004491406,0.31570044028702465,0.34069790648467446,0,plain
0,art,19,emotion,lasso,7.0,0.5352613163912975,0.6527003098681812,0.6547100940016466,0,plain
0,art,19,population,elastic,,0.5100261412612748,0.5827663523263248,0.5875304377554786,0,plain
0,art,19,identity,elastic,38.0,0.2807533526522029,0.37121862484058116,0.38183763751660743,0,plain
0,art,19,random,elastic,7.0,0.24603384198253928,0.35311161586219747,0.34104829086567356,0,plain
0,art,19,shuffled,elastic,7.0,0.2876044077470986,0.4164612065028234,0.3835101984946999,0,plain
0,art,19,pca,elastic,6.0,0.24941506506675493,0.31804487395640224,0.3419510591901137,0,plain
0,art,19,emotion,elastic,6.0,0.5167870060899297,0.6532490071099503,0.653996934388053,0,plain
0,art,21,population,lasso,,0.2594251237736896,0.4606521793022512,0.4698586977453104,0,plain
0,art,21,identity,lasso,32.0,0.3532389658088626,0.4189575994745881,0.4167708371757462,0,plain
0,art,21,random,lasso,7.0,0.18993987109402385,0.3198763904751957,0.2627007847216109,0,plain
0,art,21,shuffled,lasso,3.0,0.21520086311707615,0.4015052240823094,0.4090052393824231,0,plain
0,art,21,pca,lasso,7.0,0.4256958092007632,0.531366991410447,0.5093762491097351,0,plain
0,art,21,emotion,lasso,7.0,0.4382760591433921,0.5210062152409674,0.5059778540278526,0,plain
0,art,21,population,elastic,,0.2585842100099359,0.459344508523579,0.46956572698926696,0,plain
0,art,21,identity,elastic,34.0,0.37505229072836455,0.45114641864190336,0.4582072539280667,0,plain
