fold,domain,user_id,mediator,head,eff_dof,ccc,srocc,plcc,n_train,seed,stage2_variant
0,art,3,population,ridge,,0.07348987166219638,0.12193560915059572,0.10521213105090531,10,0,plain
0,art,3,identity,ridge,3.1286842547869003,-0.020924068244288396,-0.05589736040210113,-0.06287059824606162,10,0,plain
0,art,3,pca,ridge,5.351787900129378,-0.15457898108797968,-0.2695418728592116,-0.2271609716759749,10,0,plain
0,art,3,emotion,ridge,1.276171163246182,0.03297969162969647,0.055260493018028115,0.08498777652200697,10,0,plain
0,art,14,population,ridge,,0.34247302015878844,0.71069217728954,0.6974437654223687,10,0,plain
0,art,14,identity,ridge,3.0798331452293084,0.013061147960515206,0.06104561684993322,0.0349490459295789,10,0,plain
0,art,14,pca,ridge,5.6122512025626206,-0.21953338508712322,-0.2833231883743036,-0.256908712334559,10,0,plain
0,art,14,emotion,ridge,1.2810261102961706,0.2834595906207156,0.44594593008844624,0.46642597376141787,10,0,plain
0,art,15,population,ridge,,0.18933581284577763,0.27194460662799824,0.25502421592777264,10,0,plain
0,art,15,identity,ridge,3.0368428514423087,-0.014672995698454054,-0.26934251997992714,-0.1807873058562443,10,0,plain
0,art,15,pca,ridge,4.9877067063531815,-0.046959462558552,-0.052466563434575716,-0.06650991847015261,10,0,plain
0,art,15,emotion,ridge,1.1891092210102534,-0.019149049360314887,-0.3375278109212178,-0.2217590430858237,10,0,plain
0,art,19,population,ridge,,0.49501774609354,0.5528374118661866,0.5763601617427978,10,0,plain
0,art,19,identity,ridge,3.012942263090383,0.3374791751434228,0.5493955837132707,0.5856840811891442,10,0,plain
0,art,19,pca,ridge,4.8663803777914465,0.3560218403293696,0.4418010427590738,0.4782297316730427,10,0,plain
0,art,19,emotion,ridge,1.2259962914670892,0.4091528550056598,0.5545832667263614,0.5952418620854446,10,0,plain
0,art,21,population,ridge,,0.3303990158584458,0.5402189166814586,0.5486986845064443,10,0,plain
0,art,21,identity,ridge,3.121934051046846,0.2770260685220404,0.5078289173943477,0.5438959184879776,10,0,plain
0,art,21,pca,ridge,5.457411019268588,0.1508225402723737,0.1366515963712432,0.20670402567629456,10,0,plain
0,art,21,emotion,ridge,1.163206931028087,0.3266194522370846,0.5109472092511813,0.5054724055550877,10,0,plain
0,art,22,population,ridge,,0.30050794212629167,0.4168647323254122,0.4367363009525738,10,0,plain
0,art,22,identity,ridge,3.016325870779275,0.1994425030339391,0.3964645544645914,0.3780027072690957,10,0,plain
0,art,22,pca,ridge,5.672406372389402,0.3842151938465682,0.4538674415717698,0.4499302949501634,10,0,plain
0,art,22,emotion,ridge,1.291974877384274,0.16866441501026636,0.32426058365887006,0.30340610471413293,10,0,plain
0,art,30,population,ridge,,-0.1967151955019105,-0.20893863611526986,-0.22347180859157087,10,0,plain
0,art,30,identity,ridge,3.1766947700812707,0.0942351084574479,0.3220869436730775,0.32663337767997563,10,0,plain
0,art,30,pca,ridge,5.638497039747163,0.3033130672380511,0.31649876239946206,0.305278991652294,10,0,plain
0,art,30,emotion,ridge,1.3520188819483778,0.03315406127089367,0.05701923016352808,0.08632410352979916,10,0,plain
0,art,50,population,ridge,,0.3997963325619269,0.42353220614358145,0.4191411229507772,10,0,plain
0,art,50,identity,ridge,3.1099642523262334,0.11627630654422688,0.38118950545486036,0.33985308962330324,10,0,plain
0,art,50,pca,ridge,5.5437759303658565,0.055904471759169565,0.09231234746423068,0.06016118929043493,10,0,plain
0,art,50,emotion,ridge,1.3066098078717732,0.16791092651519177,0.3953388054365572,0.34273375354586094,10,0,plain
0,art,57,population,ridge,,0.4373042833040883,0.5178166622947827,0.5143772614250632,10,0,plain
0,art,57,identity,ridge,3.027477037738199,0.05620054908813804,0.28431828766565576,0.33445888390243644,10,0,plain
0,art,57,pca,ridge,4.873113923495312,0.1779832731217072,0.20065668889261737,0.18936265774149957,10,0,plain
0,art,57,emotion,ridge,1.2534189130955122,0.07989833380002469,0.3266682151960965,0.37777139324374504,10,0,plain
0,art,62,population,ridge,,0.22099578009670579,0.4427304479649944,0.4244881851453403,10,0,plain
0,art,62,identity,ridge,3.031683729034677,0.10830702508167867,0.3655134545393523,0.3181915938140861,10,0,plain
0,art,62,pca,ridge,5.281194505684789,0.27421530169686115,0.3905634543186078,0.3544009634955601,10,0,plain
0,art,62,emotion,ridge,1.1598113962243248,0.08227551040950733,0.2833750466187681,0.2639813933952041,10,0,plain
0,art,63,population,ridge,,0.13621038059309656,0.1691292080603927,0.19717358359526257,10,0,plain
0,art,63,identity,ridge,2.965751401109054,0.07456438592252995,0.22083399406997703,0.19702197710578961,10,0,plain
0,art,63,pca,ridge,5.8720412563334285,0.10033704664167412,0.08358856983156429,0.10747514265503523,10,0,plain
0,art,63,emotion,ridge,1.1548131549127618,0.02735495912921653,0.09815400325730393,0.06153501426181775,10,0,plain
0,art,79,population,ridge,,0.44318463105801925,0.44476874967855656,0.4904870646429794,10,0,plain
0,art,79,identity,ridge,3.1205953674892197,0.23148134168347045,0.503529055350375,0.48783778401098643,10,0,plain
0,art,79,pca,ridge,5.589876578275366,0.4411387151776012,0.46291531466544167,0.4424401756273557,10,0,plain
0,art,79,emotion,ridge,1.2427880902765913,0.2150517466295041,0.2768240697999336,0.30918200263843976,10,0,plain
0,art,80,population,ridge,,0.3488823495151275,0.7105800692058722,0.6990969354147377,10,0,plain
