n_train,mediator,head,fold,domain,user_id,ccc,srocc,plcc,eff_dof
10,emotion,mlp,0,art,3,0.1678711897860832,0.22456923758390146,0.1944325207626653,
10,emotion,mlp,0,art,14,0.3472128472372211,0.3964736482474914,0.38210171622939454,
10,emotion,mlp,0,art,15,-0.018696383612389997,0.0023011650629199873,-0.02189508153506853,
10,emotion,mlp,0,art,19,0.40778001789749796,0.39763922839122534,0.452969158798006,
10,emotion,mlp,0,art,21,0.1056954930312247,0.12679377050125287,0.15341554379736663,
10,emotion,mlp,0,art,22,0.26683214086412904,0.3187588650472406,0.2816196400448821,
10,emotion,mlp,0,art,30,-0.07542337801520406,-0.06234366246847736,-0.07800660142739733,
10,emotion,mlp,0,art,50,-0.07039321565632213,0.04050171370225506,-0.08931598026421829,
10,emotion,mlp,0,art,57,0.22252488821063185,0.36267931486391647,0.28852060591560763,
10,emotion,mlp,0,art,62,0.0878080766515798,0.1085335943284572,0.11527140761657441,
10,emotion,mlp,0,art,63,0.03635828366938644,0.047583752726471334,0.03914193558328608,
10,emotion,mlp,0,art,79,0.20854020260964243,0.18963245129152018,0.2213555125580894,
10,emotion,mlp,0,art,80,0.43604440415828516,0.512661772828149,0.5142842159810739,
10,emotion,mlp,0,art,85,-0.07821269721629324,-0.11659437439216308,-0.08444260765850035,
10,emotion,mlp,0,art,86,0.15876059859590036,0.09262993288051657,0.16421570380292325,
10,emotion,mlp,0,art,98,0.09506597211580299,0.12149992482741555,0.09689351707363865,
10,emotion,mlp,0,art,99,0.09084192033889106,0.14931131706782277,0.10014521985836071,
10,emotion,mlp,0,art,105,0.02404075910430858,0.016215124736737616,0.03571061037012252,
10,emotion,mlp,0,art,109,-0.23196897237871372,-0.368972472702412,-0.2451222171633423,
10,emotion,mlp,0,art,110,0.057080919087569626,0.08033677092227816,0.063294313850924,
10,emotion,mlp,0,art,116,0.4543139181706759,0.382730890905468,0.46923415175773425,
10,emotion,mlp,0,art,117,0.6582189608113908,0.6735087548050821,0.6812841683412514,
10,emotion,mlp,0,art,126,-0.052258005445023785,-0.04726704086674007,-0.0559479182964206,
10,emotion,mlp,0,art,127,0.24039980678134554,0.23606326223095916,0.2523753451014327,
10,emotion,mlp,0,art,136,0.298580610232408,0.45919636864196445,0.40604049447468976,
10,emotion,mlp,0,art,144,0.4850185306425842,0.46891812867409416,0.5148589558919582,
10,emotion,mlp,0,fashion,3,0.32506970280076725,0.321828509019252,0.35309690022600515,
10,emotion,mlp,0,fashion,14,-0.17055472779700484,-0.17701707639262634,-0.1877388038475971,
10,emotion,mlp,0,fashion,15,-0.13670750256486808,0.0686625576338886,-0.15618204953615322,
10,emotion,mlp,0,fashion,19,-0.10182518587446548,-0.1352284501598645,-0.13534170706798265,
10,emotion,mlp,0,fashion,21,0.1897726838455608,0.25631372657470014,0.23218557395491288,
10,emotion,mlp,0,fashion,22,0.27007295236102213,0.2594016252022325,0.27708198453989935,
10,emotion,mlp,0,fashion,30,0.3996296458960493,0.4096430604045514,0.5049361518862107,
10,emotion,mlp,0,fashion,50,0.12584279098427037,0.16168740358661107,0.1849863760456125,
10,emotion,mlp,0,fashion,57,0.10637314596577706,0.13601494236649006,0.12539891548400323,
10,emotion,mlp,0,fashion,62,-0.12913272807153445,-0.067483728672904,-0.17171555722319343,
10,emotion,mlp,0,fashion,63,0.13876711192317645,0.08983209626802947,0.14672302127893136,
10,emotion,mlp,0,fashion,79,0.39785628610867757,0.33688320134026295,0.40448194096694245,
10,emotion,mlp,0,fashion,80,0.20435786274622772,0.2231734161639509,0.24118647051898554,
10,emotion,mlp,0,fashion,85,-0.06346902919589083,-0.09556435400075912,-0.07978400864029479,
10,emotion,mlp,0,fashion,86,-0.05181225430988423,-0.13739188578861336,-0.11414845390070165,
10,emotion,mlp,0,fashion,98,0.2972053261091552,0.3551504665804752,0.31831671132843925,
10,emotion,mlp,0,fashion,99,0.4144019311734037,0.39135662267217736,0.41994874136663657,
10,emotion,mlp,0,fashion,105,0.11071508548578414,0.10898539214371683,0.11237010694724674,
10,emotion,mlp,0,fashion,109,0.2445246778312399,0.29098800745328485,0.2791425664363108,
10,emotion,mlp,0,fashion,110,0.12287092850305864,0.22446878343751986,0.25315338158939793,
10,emotion,mlp,0,fashion,116,-0.11744858903926488,-0.08425577238890664,-0.1249719888438894,
10,emotion,mlp,0,fashion,117,0.44508593045722034,0.4252216163657563,0.452464130877269,
10,emotion,mlp,0,fashion,126,0.26185009388896874,0.3311182543556575,0.34125070625646853,
10,emotion,mlp,0,fashion,127,0.3557881944113978,0.41635687215260925,0.3690332850113352,
10,emotion,mlp,0,fashion,136,0.2411310554473275,0.24930905607148093,0.2531059507001327,
10,emotion,mlp,0,fashion,144,0.41940593366484874,0.5583481227939013,0.49460256004640774,
10,emotion,mlp,0,landscape,3,-0.08718244408188447,-0.13528274024107356,-0.10568002233048042,
10,emotion,mlp,0,landscape,14,0.26761033895444525,0.3526848328969819,0.3342991584128252,
10,emotion,mlp,0,landscape,15,-0.1799680229874977,-0.12295792737845952,-0.18326492557464347,
10,emotion,mlp,0,landscape,19,0.3933110158327147,0.45652945320881483,0.4866119110010385,
10,emotion,mlp,0,landscape,21,0.329257283214481,0.39305431634963034,0.3513579494387756,
10,emotion,mlp,0,landscape,22,0.21721768013785825,0.15862645859106128,0.2206290699839536,
10,emotion,mlp,0,landscape,30,0.3256018608728552,0.37759870932765205,0.3388429171679312,
10,emotion,mlp,0,landscape,50,-0.05093274713140938,-0.0434058936113188,-0.08010688097007608,
10,emotion,mlp,0,landscape,57,0.22327904680659882,0.3782450532207435,0.28202036324708657,
10,emotion,mlp,0,landscape,62,0.3303448975842929,0.24369164024120457,0.35438646278053415,
10,emotion,mlp,0,landscape,63,-0.005098819927161046,0.004495807949618416,-0.004477902224785841,
10,emotion,mlp,0,landscape,79,0.2703108301205355,0.27147697698420487,0.2842819333734372,
10,emotion,mlp,0,landscape,80,0.6074850229634525,0.6505656996652135,0.6362728425527784,
10,emotion,mlp,0,landscape,85,0.1520119091972015,0.1276786667728825,0.17292769125759522,
10,emotion,mlp,0,landscape,86,0.3614864332439749,0.38188131260978375,0.41984060437438586,
10,emotion,mlp,0,landscape,98,0.06370922407727539,0.1305126209962187,0.08226346282217613,
10,emotion,mlp,0,landscape,99,0.517311277649152,0.591500393831108,0.5636552109958751,
10,emotion,mlp,0,landscape,105,0.08388554194186582,0.08455943258223486,0.11558165966731761,
10,emotion,mlp,0,landscape,109,0.3171003806456391,0.3174758662196489,0.34096807518929495,
10,emotion,mlp,0,landscape,110,0.502625171420544,0.634805018948659,0.5964055443070987,
10,emotion,mlp,0,landscape,116,0.4180299226617725,0.3810167419108798,0.44475024830287596,
10,emotion,mlp,0,landscape,117,0.39431797594378787,0.47928691368004234,0.43400368136826345,
10,emotion,mlp,0,landscape,126,0.21046341959797207,0.14778240060102912,0.21671384996681697,
10,emotion,mlp,0,landscape,127,0.23614836933973596,0.2671164743453634,0.25270770757954836,
10,emotion,mlp,0,landscape,136,0.19375540118662185,0.22552702179543047,0.2235093778327217,
10,emotion,mlp,0,landscape,144,0.43443361091764404,0.47981880870730326,0.465749299503957,
10,emotion,mlp,1,art,5,0.1546837415544388,0.1500188931939058,0.20291873080950773,
10,emotion,mlp,1,art,6,0.02485511067918868,0.03709747210774061,0.034449896925149055,
10,emotion,mlp,1,art,16,0.43072960866360055,0.48836888387719873,0.4708612840885666,
10,emotion,mlp,1,art,17,0.06229646333210539,0.08906580794413028,0.06994661945809516,
10,emotion,mlp,1,art,23,0.10960918487287596,0.09293739815020054,0.14175663127247748,
10,emotion,mlp,1,art,35,-0.00017587843275690523,0.03469543274425669,-0.0009644675073179216,
10,emotion,mlp,1,art,39,0.5348712372579484,0.5462920002517043,0.6528159618065651,
10,emotion,mlp,1,art,44,0.5224038606638245,0.5657617069200208,0.572188073352911,
10,emotion,mlp,1,art,51,0.3927681238052256,0.42075214248005266,0.4108563917136933,
10,emotion,mlp,1,art,64,0.09464754330515368,0.07463726185006488,0.10375104499823362,
10,emotion,mlp,1,art,69,0.21104137714064694,0.3191543865526095,0.27106879541250173,
10,emotion,mlp,1,art,81,-0.03467513381514623,0.0003950634273186676,-0.06708134570599579,
10,emotion,mlp,1,art,92,0.18000958363902528,0.1981348537401367,0.20369250184745127,
10,emotion,mlp,1,art,100,0.5454719402237312,0.5427634954492063,0.5530324298583361,
10,emotion,mlp,1,art,101,0.551267390059389,0.6014962507961433,0.5753690036714619,
10,emotion,mlp,1,art,106,0.06599571813489906,0.02812501015766125,0.07800383312378421,
10,emotion,mlp,1,art,111,0.5428131268382259,0.5641996643024969,0.5592129850156854,
10,emotion,mlp,1,art,118,0.4556897805687162,0.45883658891795737,0.4601070165847256,
