user_id,best_lr,n_iter,first_loss,final_loss,loss_ratio,final_val_r2,best_val_r2,hit_max_iter
15,0.01,58,3.432524808161132,0.23805782707162854,0.06935356344858017,-0.1480147836715524,0.058129487285104364,False
116,0.01,81,10.092188876191935,0.34965475069065166,0.03464607678077723,0.4581467978022792,0.594600516572598,False
86,0.01,100,9.2626756443373,0.41285365930564083,0.04457174958490933,-0.14882852394953172,-0.10131585387307007,False
105,0.01,65,4.9749802888242725,0.5457357178355839,0.10969605629624647,-0.23335999609746372,-0.15979054140028537,False
22,0.0001,1953,4.8529270021272835,0.9901289323490807,0.20402716379518115,0.6568445875534519,0.6568445875534519,False
79,0.01,75,6.0956528707606195,0.2702893722936862,0.04434133275373985,0.380351871165743,0.4173548257068992,False
