fold,domain,user_id,mediator,head,eff_dof,ccc,srocc,plcc,n_train,seed,stage2_variant
0,art,3,population,ridge,,0.12272377843924095,0.19635111348958922,0.16655627347345117,10,0,plain
0,art,3,identity,ridge,3.776467563525757,-0.06062308202762199,-0.20605109364700908,-0.16509681507021462,10,0,plain
0,art,3,pca,ridge,4.020055680677759,0.042203463316923,0.05305595207315997,0.07068141592043481,10,0,plain
0,art,3,emotion,ridge,0.06809949559297565,-0.003592846992137984,-0.28742314941203095,-0.20255248536089052,10,0,plain
0,art,14,population,ridge,,0.34330070185541117,0.7279776733544518,0.6719697065495515,10,0,plain
0,art,14,identity,ridge,3.752179190040779,0.05224873829462538,0.10157712486420947,0.08810030135897345,10,0,plain
0,art,14,pca,ridge,4.306750410269881,-0.03593053582188941,0.0014404580054093276,-0.03862794885039085,10,0,plain
0,art,14,emotion,ridge,0.067857875680307,0.016369389912685467,0.5620766479038604,0.5205881302862118,10,0,plain
0,art,15,population,ridge,,0.17273815079459984,0.2389671411493833,0.22902232408621465,10,0,plain
0,art,15,identity,ridge,3.9008730217510834,-0.07458229089948722,-0.25712864387673645,-0.33991864118881665,10,0,plain
0,art,15,pca,ridge,4.366189812745166,-0.13802925344630332,-0.24236578493461897,-0.2796827253169479,10,0,plain
0,art,15,emotion,ridge,0.06780330144579876,-0.002403320175213057,-0.26286385526432166,-0.23961555228996295,10,0,plain
0,art,19,population,ridge,,0.5288747382540671,0.5863578251815414,0.610150200352671,10,0,plain
0,art,19,identity,ridge,3.902192894689949,0.28895432139202604,0.5271982862053348,0.5392378584398756,10,0,plain
0,art,19,pca,ridge,4.217083294485477,0.28584715404570865,0.3654822445857213,0.37529257848914543,10,0,plain
0,art,19,emotion,ridge,0.06792077061493328,0.0442900157919474,0.6774415673152288,0.6791921115719175,10,0,plain
0,art,21,population,ridge,,0.2783064147719801,0.4418418381013513,0.4785528664852305,10,0,plain
0,art,21,identity,ridge,3.827646510836097,-0.02140116823202049,0.016949425092789457,-0.03969162133244301,10,0,plain
0,art,21,pca,ridge,4.41620186662393,0.009168260219455548,0.12669318044135502,0.010544375133985085,10,0,plain
0,art,21,emotion,ridge,0.06701969455128656,0.0269907634798573,0.39592247575797807,0.4170031805661394,10,0,plain
0,art,22,population,ridge,,0.29614769670670954,0.41535541129036346,0.42588567206362,10,0,plain
0,art,22,identity,ridge,3.757595876765688,0.30524452350612025,0.31797986064205414,0.39201239754286055,10,0,plain
0,art,22,pca,ridge,4.303023844889652,0.23788916690021095,0.18993101153952732,0.2592865106620651,10,0,plain
0,art,22,emotion,ridge,0.06767561124189775,0.01492176001679059,0.4203215643734272,0.4026420482953881,10,0,plain
0,art,30,population,ridge,,-0.15881601128641726,-0.17862398902919638,-0.17756161530822423,10,0,plain
0,art,30,identity,ridge,3.7283591087201424,0.19412874791028548,0.3769302448451093,0.34061353735348926,10,0,plain
0,art,30,pca,ridge,4.33386394771691,0.16034074673747256,0.25082526920157366,0.20199519100469662,10,0,plain
