fold,domain,user_id,spearman,pearson
0,landscape,50,0.6785714285714287,0.8910674779866172
0,landscape,57,0.7142857142857144,0.8315994601365512
0,landscape,62,-0.07142857142857144,0.21351007036719089
0,landscape,63,-0.14285714285714288,-0.029668492437030423
0,landscape,79,0.7857142857142859,0.8666479056668857
0,landscape,80,-0.1785714285714286,0.5799621442535875
0,landscape,85,0.21428571428571433,0.28282822063045976
0,landscape,86,-0.14285714285714288,0.15469333960070053
0,landscape,98,-0.07142857142857144,-0.18126883672640753
0,landscape,99,0.3214285714285715,0.2918289591250567
0,landscape,105,0.28571428571428575,0.35866538848353857
0,landscape,109,0.3214285714285715,0.32080673550526195
0,landscape,110,0.2571428571428572,0.36113587600554947
0,landscape,116,0.1785714285714286,0.26105750253370014
0,landscape,117,0.8928571428571429,0.9685818181405917
0,landscape,126,0.03571428571428572,0.22284834242272586
0,landscape,127,0.5357142857142858,0.7153180587886822
0,landscape,136,0.5,0.6400536055525569
0,landscape,144,0.21428571428571433,0.27596646772907935
1,art,5,0.1785714285714286,0.22257186907505377
1,art,6,0.09999999999999999,0.32286129982189976
1,art,16,0.7857142857142859,0.737571404874067
1,art,17,-0.1785714285714286,0.4029019896134697
1,art,23,0.5,0.6000035126062443
1,art,35,0.4642857142857144,0.48222289518626
1,art,39,0.39285714285714296,0.6153122102424907
1,art,44,0.3571428571428572,0.4659767246585491
1,art,51,0.642857142857143,0.3928808664516288
1,art,64,0.07142857142857144,0.05922397254871002
1,art,69,0.39285714285714296,0.8182637096935914
1,art,81,0.9642857142857145,0.9811716795419373
1,art,92,-0.07142857142857144,0.19188453979504433
1,art,100,0.39285714285714296,0.5094436088995467
1,art,101,0.3214285714285715,0.08174124073060964
1,art,106,0.6071428571428572,0.6952046259620036
1,art,111,0.7500000000000002,0.745776676457484
1,art,118,0.28571428571428575,0.435496124268991
1,art,119,0.3142857142857143,0.48014635086558205
1,art,128,0.5,0.7016989308317124
1,art,129,0.7500000000000002,0.9458713670103336
1,art,137,0.6071428571428572,0.5262849394015693
1,fashion,5,-0.25,-0.023331568406977515
1,fashion,6,-0.39999999999999997,-0.18623193820929637
1,fashion,16,0.5357142857142858,0.5816047372132457
1,fashion,17,0.2,0.48720584424762226
1,fashion,23,0.42857142857142866,0.463013451582618
1,fashion,35,0.6785714285714287,0.7039746607734397
1,fashion,39,0.28571428571428575,0.7248185531928687
1,fashion,44,0.0,0.2910390718186818
1,fashion,51,0.7857142857142859,0.9075240982721898
1,fashion,64,0.8214285714285715,0.7917079505367466
1,fashion,69,0.6785714285714287,0.7328872429263812
1,fashion,81,0.8928571428571429,0.9085876586853651
1,fashion,92,0.7500000000000002,0.6194138699286323
1,fashion,100,0.8928571428571429,0.8720927178299174
1,fashion,101,0.642857142857143,0.7467722515840585
1,fashion,106,0.6071428571428572,0.7037676583899598
1,fashion,111,0.28571428571428575,0.2059946355417663
1,fashion,118,0.3214285714285715,0.3521550230086942
1,fashion,119,0.09009374626955591,0.14905047269230698
1,fashion,128,0.642857142857143,0.48280889700157636
1,fashion,129,-0.07142857142857144,-0.03509181248923031
1,fashion,137,0.3214285714285715,0.22596837397766287
1,landscape,5,0.07142857142857144,0.07250056939557348
1,landscape,6,0.39999999999999997,0.8141698662955364
1,landscape,16,0.6785714285714287,0.7421039816000541
1,landscape,17,-0.4285714285714286,0.25120531306187505
1,landscape,23,0.8571428571428573,0.9699160085172344
1,landscape,35,0.21428571428571433,0.2872324252386569
1,landscape,39,0.7500000000000002,0.8437523624864856
1,landscape,44,0.5714285714285715,0.7961576894684226
1,landscape,51,0.5714285714285715,0.8617503951690808
1,landscape,64,0.8214285714285715,0.9224310459285775
1,landscape,69,0.1785714285714286,-0.02982383792099813
1,landscape,81,0.6071428571428572,0.6193897298505154
1,landscape,92,0.7500000000000002,0.9020975543337865
1,landscape,100,0.9642857142857145,0.8267909101913483
1,landscape,101,0.5,0.504620054087001
1,landscape,106,0.7142857142857143,0.9081574817480871
1,landscape,111,0.10714285714285716,0.17480697040672402
1,landscape,118,0.3571428571428572,0.2540900074440694
1,landscape,119,0.4642857142857144,0.6493429439061686
1,landscape,128,0.21428571428571433,0.42277586449459587
1,landscape,129,0.28571428571428575,0.5521371310780822
1,landscape,137,0.7142857142857144,0.8235479362653996
2,art,7,0.14285714285714288,0.22740849293066084
2,art,8,0.8571428571428573,0.8837400968512152
2,art,40,0.42857142857142866,0.2188828623136879
2,art,41,-0.03571428571428572,0.5747354315523796
2,art,45,0.7857142857142859,0.7961055690985506
2,art,46,-0.3214285714285715,-0.25902432410540926
2,art,52,0.5357142857142858,0.7790621577334119
2,art,58,0.25,0.018584845627764468
2,art,65,0.5714285714285715,0.559586685690492
2,art,66,0.6071428571428572,0.29547159993527766
2,art,74,0.7142857142857144,0.7181332297486269
2,art,83,0.4642857142857144,0.6074951250611926
2,art,87,-0.3214285714285715,0.11084389808851242
2,art,93,0.0,0.3543703844571113
2,art,94,0.5714285714285715,0.6138482952529087
2,art,102,0.07142857142857144,0.240679190490512
2,art,112,0.14285714285714288,0.3702278641261876
2,art,113,0.7500000000000002,0.8296366383434105
2,art,120,0.8214285714285715,0.9627859022721218
2,art,121,0.2571428571428572,0.4701006672962327
2,art,131,0.4642857142857144,0.8025112073174931
2,art,138,0.6666937223947137,0.5547404642930059
2,art,139,0.21428571428571433,0.3396720086004428
2,fashion,7,0.39285714285714296,0.7818834691377594
2,fashion,8,0.642857142857143,0.9048183891049211
2,fashion,40,0.14285714285714288,0.7024582141149914
2,fashion,41,0.07142857142857144,0.5175964209881584
2,fashion,45,0.14285714285714288,0.3360371460555983
2,fashion,46,0.8571428571428573,0.8983806297522993
2,fashion,52,0.6071428571428572,0.5514307989251067
2,fashion,58,0.28571428571428575,0.215124463788716
2,fashion,65,0.6785714285714287,0.9038425841588991
2,fashion,66,0.3214285714285715,0.5486889046184633
2,fashion,74,0.7714285714285715,0.5388483475883108
2,fashion,83,0.8857142857142858,0.8543604018604115
2,fashion,87,0.8571428571428573,0.8177497640549838
2,fashion,93,0.21428571428571433,0.39980816578680994
2,fashion,94,0.42857142857142866,0.6539327078147535
2,fashion,102,0.6785714285714287,0.5771065248032378
2,fashion,112,0.642857142857143,0.7796193971132904
2,fashion,113,0.14285714285714288,0.2916298093260756
2,fashion,120,0.642857142857143,0.6309609241835533
2,fashion,121,0.642857142857143,0.5224021937609208
2,fashion,131,0.21428571428571433,0.22468093466881203
2,fashion,139,0.8214285714285715,0.9163946051904313
2,landscape,7,0.642857142857143,0.6931338330648034
2,landscape,8,0.8214285714285715,0.8793358399527285
2,landscape,40,0.8214285714285715,0.6002048367776767
2,landscape,41,0.1785714285714286,0.7011164696994302
2,landscape,45,0.48571428571428577,0.8659533997898494
2,landscape,46,0.28571428571428575,0.31305642711200277
2,landscape,52,0.39285714285714296,0.6863006722412772
2,landscape,58,0.4642857142857144,0.7661657899114791
2,landscape,65,0.8571428571428573,0.8716356687722535
2,landscape,66,-0.07142857142857144,0.03947262464641207
2,landscape,74,0.2,0.3834969258164005
2,landscape,83,0.21428571428571433,0.2744557524973111
2,landscape,87,0.6785714285714287,0.6001349278560922
2,landscape,93,0.6071428571428572,0.8934323201089005
2,landscape,94,0.7857142857142859,0.865843295568838
2,landscape,102,0.6071428571428572,0.7642373451145441
2,landscape,112,0.8214285714285715,0.8967549865791056
2,landscape,113,0.1785714285714286,0.20948550812877487
2,landscape,120,0.8571428571428573,0.7408016493231678
2,landscape,121,0.5357142857142858,0.3873692582917777
2,landscape,131,0.5357142857142858,0.6270988995248017
2,landscape,138,0.3714285714285715,0.4496180559007571
2,landscape,139,0.42857142857142866,0.47451524732265365
3,art,0,0.5714285714285715,0.6983634634648871
3,art,9,0.6785714285714287,0.3772237204991164
3,art,10,0.25,0.26589559702254273
3,art,11,0.5357142857142858,0.40654629595659364
3,art,24,0.6071428571428572,0.327983213024347
3,art,28,-0.07142857142857144,0.06807807824075553
3,art,31,-0.10714285714285716,0.015399489199093694
3,art,32,0.3571428571428572,0.34080565862249923
3,art,36,0.3214285714285715,0.7478289918345549
3,art,42,0.42857142857142866,0.4493932372596055
3,art,47,0.39285714285714296,0.27980325567031217
3,art,54,0.21428571428571433,0.5876655413045435
3,art,55,0.39285714285714296,0.34071654594095135
3,art,59,-0.42857142857142866,-0.12631148610966605
3,art,60,0.4642857142857144,0.26977956715742557
3,art,67,0.642857142857143,0.5590821782609707
3,art,68,0.8928571428571429,0.8201804143430534
3,art,75,-0.03571428571428572,-0.2574310045268484
3,art,76,0.7142857142857144,0.6160645591508325
3,art,82,-0.21428571428571433,0.09740999317225599
3,art,84,0.8571428571428573,0.7843991417171569
3,art,88,0.39285714285714296,0.7563505983056996
3,art,95,0.42857142857142866,-0.03998212822364983
3,art,96,0.7142857142857144,0.7299771292309115
3,art,107,0.03571428571428572,0.1356082830212929
3,art,122,0.5714285714285715,0.9504153763567926
3,art,123,0.4642857142857144,0.22971772585911315
3,art,132,0.39285714285714296,0.24550735943241161
3,art,140,0.3214285714285715,0.3609225808106702
3,art,141,0.42857142857142866,0.47465281815497606
3,fashion,0,-0.10714285714285716,0.028258933031086692
3,fashion,9,0.8928571428571429,0.9089883247320119
3,fashion,10,0.6071428571428572,0.6061314685801615
3,fashion,11,0.21428571428571433,0.4564523458984744
3,fashion,24,0.6071428571428572,0.8931487915881094
3,fashion,28,0.7500000000000002,0.7762185859864201
3,fashion,31,-0.10714285714285716,0.1132489563167432
3,fashion,32,0.6071428571428572,0.5681697640873651
3,fashion,36,0.4076871241636057,0.4706652718898393
3,fashion,42,0.8214285714285715,0.9451690245196679
3,fashion,47,0.07142857142857144,0.364768234911743
3,fashion,54,0.5714285714285715,0.45605121090203216
3,fashion,55,0.5357142857142858,0.6737425243321045
3,fashion,59,0.7857142857142859,0.7301123626355539
3,fashion,60,0.42857142857142866,0.36553141432355646
3,fashion,67,0.7142857142857144,0.9305065912908793
3,fashion,68,0.1785714285714286,0.22557401751478978
3,fashion,75,0.10714285714285716,0.3470426585532137
3,fashion,76,0.642857142857143,0.5145910803209479
3,fashion,82,0.8928571428571429,0.9703845098781936
3,fashion,84,0.10714285714285716,0.34283567589174396
3,fashion,88,-0.03571428571428572,0.13656868401605599
3,fashion,95,0.6071428571428572,0.7123701095121641
3,fashion,96,-0.25,-0.2341153457027136
3,fashion,107,0.7142857142857144,0.764000671754364
3,fashion,122,-0.10714285714285716,0.14978869579150098
3,fashion,123,0.3571428571428572,0.8775526401406232
3,fashion,132,0.25,0.42505420570949154
3,fashion,140,0.5357142857142858,0.6125492527299005
3,fashion,141,0.6,0.6890194490178019
3,landscape,0,0.08571428571428573,0.46258645806404586
3,landscape,9,0.28571428571428575,0.27051104578944546
3,landscape,10,0.21428571428571433,0.46587512900085915
3,landscape,11,0.5357142857142858,0.4441790494210558
3,landscape,24,-0.39285714285714296,-0.3764895326679293
3,landscape,28,0.9642857142857145,0.9913228919276117
3,landscape,31,0.7500000000000002,0.7725080038405947
3,landscape,32,0.8571428571428573,0.8522770287405687
3,landscape,36,0.642857142857143,0.7324153971906835
3,landscape,42,0.7500000000000002,0.7113192056052262
3,landscape,47,0.6071428571428572,0.336155776073403
3,landscape,54,0.3571428571428572,0.206126283643414
3,landscape,55,0.7500000000000002,0.7642083138031173
3,landscape,59,0.14285714285714288,0.1880404563020697
3,landscape,60,0.28571428571428575,0.48141418727852736
3,landscape,67,0.4642857142857144,0.5302221208009562
3,landscape,68,0.5,0.5691653447470214
3,landscape,75,0.5,0.8017183103851022
3,landscape,76,0.642857142857143,0.6661448468679839
3,landscape,82,0.25,0.2593526812012526
3,landscape,84,0.8214285714285715,0.9026444252021883
3,landscape,88,0.3214285714285715,0.3138901062844871
3,landscape,95,0.5,0.7192401736662067
3,landscape,96,0.7714285714285715,0.5195771797536599
3,landscape,107,0.21428571428571433,0.3137308209602782
3,landscape,122,0.7857142857142859,0.7971371784324961
3,landscape,123,1.0,0.8298100418968171
3,landscape,132,0.48571428571428577,0.6020201848881407
3,landscape,140,0.9642857142857145,0.9741532641649177
3,landscape,141,1.0,0.9001084218733414
4,art,1,0.25,0.2789623640678035
4,art,2,0.4642857142857144,0.45959843545483015
4,art,12,0.4285714285714286,0.42405521897815596
4,art,13,0.07142857142857144,0.22574200924344218
4,art,26,0.3571428571428572,0.30996392034563575
4,art,29,0.03571428571428572,-0.13982442927972405
4,art,34,-0.2571428571428572,-0.37367687288660223
4,art,38,-0.28571428571428575,0.20083745217663224
4,art,43,0.3571428571428572,0.3468518793634137
4,art,48,0.1785714285714286,0.3260211948709227
4,art,49,0.42857142857142866,0.2755891981570907
4,art,56,0.7857142857142859,0.7219352225100228
4,art,61,0.3214285714285715,0.6439465441188307
4,art,72,-0.07142857142857144,0.4792677496365158
4,art,77,0.642857142857143,0.8293251887598683
4,art,78,-0.39285714285714296,-0.23049972262112198
4,art,89,0.7857142857142859,0.9795579550261228
4,art,90,-0.07142857142857144,0.18086529757408557
4,art,97,0.6785714285714287,0.9631890390457789
4,art,103,0.5428571428571429,0.43438794915243856
4,art,108,0.21428571428571433,0.16103300519253697
4,art,114,0.1785714285714286,0.04725606835912368
4,art,115,0.6785714285714287,0.7858797136419289
4,art,124,0.6000000000000001,0.7515276332251503
4,art,134,0.8214285714285715,0.8809062946008093
4,art,135,0.39285714285714296,0.5003924955517028
4,art,142,-0.3571428571428572,0.024681682077269083
4,art,143,0.7142857142857144,0.9243825395956307
4,fashion,1,0.1785714285714286,0.3722107589892959
4,fashion,2,-0.49999999999999994,0.18061685992459178
4,fashion,12,0.6571428571428573,0.7316637278107664
4,fashion,13,0.642857142857143,0.6466160161378243
4,fashion,26,0.3571428571428572,0.31704069320235934
4,fashion,29,0.0,-0.18337534682835108
4,fashion,34,0.7,0.827283325153863
4,fashion,38,0.21428571428571433,0.020588824761572345
4,fashion,43,0.702731220902536,0.9095291083172764
4,fashion,48,0.9285714285714288,0.8919650160154905
4,fashion,49,0.21428571428571433,0.4093617461382846
4,fashion,56,0.3571428571428572,0.1998349710160997
4,fashion,61,0.42857142857142866,0.4484643655456232
4,fashion,72,0.3214285714285715,0.3885450265141808
4,fashion,77,0.48571428571428577,0.7389236187899937
4,fashion,78,0.7142857142857144,0.8944040959657715
4,fashion,89,0.0,0.0597687524531506
4,fashion,90,0.7142857142857144,0.870773918672573
4,fashion,97,0.3571428571428572,0.6012036246721449
4,fashion,103,0.7999999999999999,0.6181726265905019
4,fashion,108,0.42857142857142866,0.3407087514247691
4,fashion,114,0.7500000000000002,0.9448180608626371
4,fashion,115,0.6785714285714287,0.7559858515437635
4,fashion,124,0.5,0.9694666448337464
4,fashion,134,0.8571428571428573,0.8222068898311062
4,fashion,135,0.5,-0.3023877145959011
4,fashion,142,0.7857142857142859,0.7427128519161288
4,fashion,143,0.7142857142857144,0.9489059247902525
4,landscape,1,0.3571428571428572,0.7384441840309677
4,landscape,2,0.10714285714285716,0.20372368587067038
4,landscape,12,0.5714285714285715,0.8090667899369175
4,landscape,13,-0.5714285714285715,-0.5344479380606708
4,landscape,26,0.21428571428571433,0.04169404991725018
4,landscape,29,0.14285714285714288,0.24404722524795167
4,landscape,34,0.7142857142857144,0.8247999005757107
4,landscape,38,0.6071428571428572,0.5999852590962909
4,landscape,43,0.3571428571428572,0.415566411716344
4,landscape,48,0.942857142857143,0.945895241610767
4,landscape,49,0.6785714285714287,0.9012813811626702
4,landscape,56,0.5,0.3342063104276479
4,landscape,61,0.21428571428571433,0.49037707844965056
4,landscape,72,-0.03571428571428572,0.19118877588310482
4,landscape,77,0.03571428571428572,0.20448477845135501
4,landscape,78,0.7857142857142859,0.7188804512472694
4,landscape,89,0.10714285714285716,0.3128922529548565
4,landscape,90,0.6071428571428572,0.6400882619723434
4,landscape,97,0.7857142857142859,0.6480187873896349
4,landscape,103,0.8285714285714287,0.9783229266676713
4,landscape,108,0.6071428571428572,0.6261452604039103
4,landscape,114,0.8928571428571429,0.7478187161111824
4,landscape,115,-0.10714285714285716,0.43267621253352195
4,landscape,124,0.08571428571428573,-0.039560349540369716
4,landscape,134,0.5357142857142858,0.6033953078064543
4,landscape,135,0.39999999999999997,0.7744536738258545
4,landscape,142,0.42857142857142866,0.2607066241920582
4,landscape,143,0.5357142857142858,0.23102249082505213
