fold,domain,user_id,mediator,head,eff_dof,ccc,srocc,plcc,backbone
0,art,3,identity,ridge,25.93579358411934,0.10338565101934462,0.2219237884500597,0.2396770891167143,clip
0,art,3,emotion,ridge,6.8478121642105805,-0.002084300239923072,-0.026993379124941038,-0.005936632366438029,clip
0,art,14,identity,ridge,26.146016696019746,0.45001306470588115,0.6469643282916031,0.6054318845296534,clip
0,art,14,emotion,ridge,6.832564701413956,0.4296146832515746,0.5441951002505031,0.5210134256495511,clip
0,art,15,identity,ridge,26.20570194211716,0.06610361263038972,0.13036985144927465,0.11411940305242857,clip
0,art,15,emotion,ridge,6.840859818751208,0.1557625308218495,0.32611049195519176,0.24923315240244226,clip
0,art,19,identity,ridge,26.51827816995044,0.3409240777257144,0.47681790309743544,0.4820980361496677,clip
0,art,19,emotion,ridge,6.824990926476869,0.5419276400512533,0.6353914059687343,0.6449912823241247,clip
0,art,21,identity,ridge,25.82276930731114,0.3926351090641921,0.501793513800476,0.5159339759291883,clip
0,art,21,emotion,ridge,6.845011825375385,0.44550576254108093,0.4856488091868695,0.49477611166292945,clip
0,art,22,identity,ridge,26.032452510861702,0.39922853320432644,0.4645300643677596,0.4955809221915997,clip
0,art,22,emotion,ridge,6.820528824736381,0.3046264585574867,0.3683717081025542,0.3307880277507324,clip
0,art,30,identity,ridge,26.225263533047816,0.2313232829349048,0.33652719970755296,0.3606497534584964,clip
0,art,30,emotion,ridge,6.8738755043688515,0.18377214028462097,0.3013661653222377,0.26430667864522916,clip
0,art,50,identity,ridge,26.41067964214334,0.3596866288532964,0.5074286130982526,0.4941595557101922,clip
0,art,50,emotion,ridge,6.859655907903199,0.4258333460650401,0.48917654211814554,0.5002813268101898,clip
0,art,57,identity,ridge,26.21145693996831,0.323025821598835,0.3885810769922119,0.44622691096556105,clip
0,art,57,emotion,ridge,6.844291077894219,0.3788439175116844,0.46207869315794453,0.4353884147131095,clip
0,art,62,identity,ridge,26.159333721795303,0.4132653540903069,0.5626161050617848,0.5387677712167456,clip
0,art,62,emotion,ridge,6.847197182322352,0.3112588738959906,0.4390886012387372,0.41172519097680566,clip
0,art,63,identity,ridge,25.909559880529255,0.093659886486965,0.09470034378522134,0.19490517534975713,clip
0,art,63,emotion,ridge,6.841291217562516,0.03047913876509678,-0.03088272310543423,0.04085596318211371,clip
0,art,79,identity,ridge,26.180469276072195,0.37757318638460274,0.4801977575100942,0.5003201074190801,clip
0,art,79,emotion,ridge,6.856911904072527,0.40268797290726055,0.4521392032446584,0.4564006495667013,clip
0,art,80,identity,ridge,26.26029068410865,0.7734296425940969,0.8119792162496307,0.8518556523108358,clip
0,art,80,emotion,ridge,6.853517595996329,0.5886347511142508,0.6525113716255806,0.6276430525276712,clip
0,art,85,identity,ridge,26.367515909789024,0.3495697814542057,0.4322614042916195,0.47776302409578264,clip
0,art,85,emotion,ridge,6.864059342552321,0.08609042624799867,0.11098740970760605,0.11841707370416117,clip
0,art,86,identity,ridge,26.436628756884154,0.2735876338284729,0.5444784493717313,0.5370710704004727,clip
0,art,86,emotion,ridge,6.845484032087247,0.38628112888969507,0.63844083200599,0.6265354330325451,clip
0,art,98,identity,ridge,25.939836721799843,0.37396689885614876,0.3735691400677413,0.4386579920246739,clip
0,art,98,emotion,ridge,6.853680012388535,0.2648117516595645,0.21800980426436467,0.272291634455181,clip
0,art,99,identity,ridge,26.04745771902418,0.6110474234120995,0.7605307385361134,0.7590141374531258,clip
0,art,99,emotion,ridge,6.848785622541831,0.6761852072786444,0.7141877183161688,0.718932720363037,clip
0,art,105,identity,ridge,26.457214992149858,0.13636247539094695,0.22215880295593632,0.28535451091033204,clip
0,art,105,emotion,ridge,6.86381178939593,0.09431712765893557,0.24799699967637623,0.21788659722379136,clip
0,art,109,identity,ridge,26.083685088537223,0.28905144707913505,0.4624389744081955,0.42278922041505396,clip
0,art,109,emotion,ridge,6.835862127804415,0.36450916200449124,0.507493236830012,0.5065967946210614,clip
0,art,110,identity,ridge,26.001646727980845,0.33198687158372714,0.5046314011450564,0.45622332375590263,clip
0,art,110,emotion,ridge,6.8265662727008705,0.46803793334773314,0.5116201863340307,0.5260114893379759,clip
0,art,116,identity,ridge,26.129861956954446,0.5487789777424084,0.6620558275081424,0.6508027541962138,clip
0,art,116,emotion,ridge,6.853633894147173,0.6016543293591072,0.5866476336113328,0.6239310388465323,clip
0,art,117,identity,ridge,25.97192601117574,0.5190802601642788,0.6892811052812448,0.6848823282574656,clip
0,art,117,emotion,ridge,6.851740686914325,0.6468839123807032,0.6715004741543907,0.7019049145188914,clip
0,art,126,identity,ridge,26.163115275458765,0.37806493685681664,0.5375641168573626,0.5463279654796198,clip
0,art,126,emotion,ridge,6.831376187159381,0.32831393583352064,0.3799580774673261,0.39074359125863023,clip
0,art,127,identity,ridge,26.123737440185817,0.40350206367158137,0.5345282252248833,0.5430569530565527,clip
0,art,127,emotion,ridge,6.852977833264759,0.6243845514137385,0.6423367729912532,0.6747720290063743,clip
0,art,136,identity,ridge,25.91647756308209,0.3638358260104882,0.5675365167424882,0.538964424934947,clip
0,art,136,emotion,ridge,6.855829328689946,0.3826124382541068,0.40486681449145656,0.3989363179657042,clip
0,art,144,identity,ridge,26.482438535924615,0.3945646801605732,0.5394618557021251,0.5867689666885826,clip
0,art,144,emotion,ridge,6.8622623282383435,0.5755332497993945,0.6319426217586046,0.6639403400683981,clip
0,fashion,3,identity,ridge,26.496742047762744,0.262299251903356,0.4784816655443267,0.48216222940626435,clip
0,fashion,3,emotion,ridge,6.919825358210025,0.3160819144771005,0.3633824723104579,0.41953529606176726,clip
0,fashion,14,identity,ridge,26.556515887940456,0.3874405253402226,0.5667034570660925,0.551262538390704,clip
0,fashion,14,emotion,ridge,6.9337423051917675,0.5983130610612245,0.682499536074918,0.6923752395169088,clip
0,fashion,15,identity,ridge,26.33688591499224,-0.07627831849234228,-0.15088786665732223,-0.13255292331778096,clip
0,fashion,15,emotion,ridge,6.891563456151997,0.012526270821302652,-0.005688770556200659,0.02654819435905606,clip
0,fashion,19,identity,ridge,26.5985577824357,0.18830253176036613,0.3479665202050163,0.32512463670684083,clip
0,fashion,19,emotion,ridge,6.929837110397812,0.43348532475272084,0.5414822045186168,0.5579555159829513,clip
0,fashion,21,identity,ridge,26.51116798577601,0.1381532299098565,0.23426939884235576,0.2927186121747652,clip
0,fashion,21,emotion,ridge,6.933062809609643,0.14847382376980367,0.23128861503133588,0.2390154147410709,clip
0,fashion,22,identity,ridge,26.55567463928103,0.16713271247971478,0.30266501393609263,0.32897642901986296,clip
0,fashion,22,emotion,ridge,6.9246727518765665,0.2600589373303433,0.37972030975460513,0.3530781721070867,clip
0,fashion,30,identity,ridge,26.69755397945955,0.4077964495284284,0.5264499759445318,0.5714327970454499,clip
0,fashion,30,emotion,ridge,6.939256838669488,0.5011027633606292,0.5898244687123644,0.5772713809276798,clip
0,fashion,50,identity,ridge,26.790425859356368,0.14844521609629785,0.3270446857414709,0.3451684137405494,clip
0,fashion,50,emotion,ridge,6.929999225256216,0.08642060926837013,0.07095098565280893,0.15937795070392358,clip
0,fashion,57,identity,ridge,26.43726610897833,0.09937230954820447,0.18794322776333597,0.17721834997108937,clip
0,fashion,57,emotion,ridge,6.930291229991084,0.17344525433503974,0.3008846675727782,0.2535842612199342,clip
0,fashion,62,identity,ridge,26.418577612751495,0.06209990902470033,0.11946154071111484,0.11966214618028778,clip
