backbone,label,head,pop_srocc_mean,pop_srocc_sem,direct_beats_pop_srocc,direct_sig_vs_pop_srocc,hybrid_beats_pop_srocc,hybrid_sig_vs_pop_srocc,pop_plcc_mean,pop_plcc_sem,direct_beats_pop_plcc,direct_sig_vs_pop_plcc,hybrid_beats_pop_plcc,hybrid_sig_vs_pop_plcc,n_srocc,direct_srocc_mean,direct_srocc_sd,direct_srocc_sem,hybrid_srocc_mean,hybrid_srocc_sd,hybrid_srocc_sem,hybrid_srocc_best,hybrid_srocc_sig,art_n_srocc,art_direct_srocc_mean,art_direct_srocc_sd,art_direct_srocc_sem,art_hybrid_srocc_mean,art_hybrid_srocc_sd,art_hybrid_srocc_sem,art_hybrid_srocc_best,art_hybrid_srocc_sig,fashion_n_srocc,fashion_direct_srocc_mean,fashion_direct_srocc_sd,fashion_direct_srocc_sem,fashion_hybrid_srocc_mean,fashion_hybrid_srocc_sd,fashion_hybrid_srocc_sem,fashion_hybrid_srocc_best,fashion_hybrid_srocc_sig,landscape_n_srocc,landscape_direct_srocc_mean,landscape_direct_srocc_sd,landscape_direct_srocc_sem,landscape_hybrid_srocc_mean,landscape_hybrid_srocc_sd,landscape_hybrid_srocc_sem,landscape_hybrid_srocc_best,landscape_hybrid_srocc_sig,n_plcc,direct_plcc_mean,direct_plcc_sd,direct_plcc_sem,hybrid_plcc_mean,hybrid_plcc_sd,hybrid_plcc_sem,hybrid_plcc_best,hybrid_plcc_sig,art_n_plcc,art_direct_plcc_mean,art_direct_plcc_sd,art_direct_plcc_sem,art_hybrid_plcc_mean,art_hybrid_plcc_sd,art_hybrid_plcc_sem,art_hybrid_plcc_best,art_hybrid_plcc_sig,fashion_n_plcc,fashion_direct_plcc_mean,fashion_direct_plcc_sd,fashion_direct_plcc_sem,fashion_hybrid_plcc_mean,fashion_hybrid_plcc_sd,fashion_hybrid_plcc_sem,fashion_hybrid_plcc_best,fashion_hybrid_plcc_sig,landscape_n_plcc,landscape_direct_plcc_mean,landscape_direct_plcc_sd,landscape_direct_plcc_sem,landscape_hybrid_plcc_mean,landscape_hybrid_plcc_sd,landscape_hybrid_plcc_sem,landscape_hybrid_plcc_best,landscape_hybrid_plcc_sig
clip,CLIP frozen,ridge,0.41736114550774495,0.00922347943915946,True,True,True,False,0.427973243979748,0.008952647475511014,True,True,True,False,386,0.4575559502001181,0.1749904912587979,0.00890678149260343,0.4233041080350997,0.18247325385216395,0.009287644080625835,False,True,129,0.5243636680993703,0.15989246252327657,0.01407774635432547,0.4804910226437277,0.1747747806460031,0.015388061402263552,False,True,129,0.36517629713016275,0.15230135273311238,0.013409386404848731,0.32395353323985165,0.1648796193798756,0.014516841031763537,False,True,128,0.48332766611434236,0.17266402434509479,0.015261487810171956,0.4657971718169276,0.1660854616078256,0.014680019519923935,False,True,386,0.46940712059809,0.17001316511186326,0.008653442262058582,0.43252535995500363,0.17892940856137204,0.009107267104587783,False,True,129,0.5327193153271665,0.15963314029646683,0.014054914305362967,0.48734793540676435,0.17224482013406942,0.015165310799693547,False,True,129,0.3818150111555389,0.1473783081213905,0.01297593649582153,0.3374305304909485,0.1590161922485472,0.014000595058568302,False,True,128,0.49387672214526346,0.16607463827250238,0.01467906286319867,0.4731122409517693,0.16664297733165864,0.014729297413541492,False,True
clip_ft,CLIP-ft (score),ridge,0.4139736520218813,0.009114419041211996,True,True,True,True,0.4197162642828768,0.008975875634610804,True,True,True,True,386,0.4505762520375936,0.1741138142857224,0.008862159809547333,0.42646963974688473,0.17749984521249892,0.009034504245950987,False,True,129,0.5196541997970733,0.15290468284893996,0.013462506659578126,0.47743578862509517,0.1736768339688929,0.015291392587567666,False,True,129,0.3563783967516515,0.15504617832884782,0.013651054823195835,0.338841349211887,0.16073656229134675,0.014152065194908133,False,True,128,0.47589240884160644,0.17205612459737993,0.01520775655593561,0.46341820438536574,0.16509401735953458,0.014592387401032062,False,True,386,0.4595721628261299,0.17244063605600365,0.008776997279954535,0.4327967929868377,0.17530182167715264,0.008922627793670071,False,True,129,0.5286868811779567,0.1546462468554877,0.01361584282037703,0.4852596666647803,0.17359161139293636,0.01528388915814363,False,True,129,0.3701979275757994,0.15060823634677944,0.013260315819162573,0.34720670982665874,0.15215717186747282,0.013396691987466016,False,True,128,0.4799899572004031,0.17260612957790283,0.015256370587362376,0.4661828087931541,0.16761422937459586,0.014815144776766766,False,True
qwen4b,Qwen3-VL 4B,ridge,0.4359392692954406,0.00898616263261832,True,True,True,False,0.44310335927249617,0.008756423173651705,True,True,True,False,386,0.4695462063935565,0.16898025674829031,0.00860086861059874,0.4383611559568776,0.1802650329152308,0.009175248594270135,False,True,129,0.5318713806329562,0.1511597124898944,0.013308870586164825,0.4909552008607214,0.17560288232916965,0.015460971690010929,False,True,129,0.38186003140839325,0.15887215400070137,0.01398791319798216,0.35164172386666076,0.16633320485496203,0.014644822096659698,False,True,128,0.4951053399576464,0.16025008459191992,0.014164240187583055,0.4727531477306441,0.16704986636778593,0.014765261663121,False,True,386,0.47729491273229613,0.1645394327308948,0.008374836619457286,0.44707996757949564,0.17433965997271217,0.008873655052349355,False,True,129,0.5392952580656951,0.14987092303820243,0.013195399002084314,0.49603444541625963,0.17141008755309167,0.01509181669394741,False,True,129,0.3939556338717501,0.1479314791438078,0.01302464048862557,0.36532128853806634,0.15901909134905134,0.014000850310134942,False,True,128,0.49880055667762413,0.16109829191188657,0.014239211831058116,0.4801404516060722,0.1634492880697404,0.014447012496778362,False,True
qwen8b,Qwen3-VL 8B,ridge,0.43953576264600913,0.009110679569338313,True,True,True,False,0.44833597633287886,0.008866605586931784,True,True,True,False,386,0.47755939107355716,0.16940282654387012,0.008622376846889346,0.44901796851256187,0.17672399383264942,0.008995014450469276,False,True,129,0.5322503907181534,0.15785484643241962,0.013898344260931603,0.4924160990552212,0.16799462941060433,0.014791102372240388,False,True,129,0.39918824881291914,0.14994323663890693,0.01320176585961231,0.36811766617275715,0.1627056211551311,0.014325431161030877,False,True,128,0.5014245348037868,0.17137806569409997,0.015147824049866462,0.48681312602687243,0.1719042811789197,0.015194335367076638,False,True,386,0.4868031153409703,0.16555328772697153,0.00842644048004583,0.45818347938209547,0.17340120495936423,0.008825888949834867,False,True,129,0.5401470079321835,0.15865790077898562,0.013969049253657878,0.49760542024329607,0.16763416414047383,0.014759365174861858,False,True,129,0.41335172924789915,0.14216909569950667,0.012517290916012499,0.3823438960831874,0.1587603328262125,0.013978067892539647,False,True,128,0.5070676986358118,0.16899951789154263,0.014937588139795881,0.4948856346513474,0.1692534489624541,0.014960032687570313,False,True
