n_train,mediator,head,n,eff_dof,srocc_mean,srocc_sd,srocc_sem,srocc_beats_pop,srocc_sig_vs_pop,plcc_mean,plcc_sd,plcc_sem,plcc_beats_pop,plcc_sig_vs_pop
10,emotion,ridge,387,0.5439657780432917,0.417496465074778,0.1804997307655789,0.009175316962390281,False,False,0.42673712894180876,0.17500093731774638,0.008895797582607362,False,False
10,emotion_joint,ridge,387,0.11113057962055642,0.417049559249202,0.1806258183772222,0.009181726355894365,False,True,0.4256338001578868,0.17432867975407765,0.008861624810155776,False,True
10,emotion_mlp,ridge,387,0.11639036686724859,0.4177088674962059,0.1808296800582494,0.009192089227528448,False,True,0.42666443744528265,0.17425742426482005,0.008858002690075731,False,False
10,population,ridge,387,,0.4186340339399463,0.1803525111215451,0.009167833367310271,False,False,0.42725820313080953,0.17411320522397333,0.008850671624227776,False,False
25,emotion,ridge,387,1.0545444576554956,0.4166203850863471,0.1874277503414402,0.009527487989241997,False,False,0.4247011726313105,0.18113162029962246,0.00920743771257354,False,False
25,emotion_joint,ridge,387,0.16719242783702143,0.41701753933881563,0.18048090578407258,0.009174360034801531,False,True,0.4260097422271408,0.17427859647801652,0.00885907893415681,False,True
25,emotion_mlp,ridge,387,0.17165353188566784,0.4177439490234688,0.18067137299664157,0.009184042027338865,False,False,0.42640985087377975,0.17444271498504663,0.008867421546719215,False,False
25,population,ridge,387,,0.4186340339399463,0.1803525111215451,0.009167833367310271,False,False,0.42725820313080953,0.17411320522397333,0.008850671624227776,False,False
50,emotion,ridge,387,2.0706555202725965,0.4267540943584277,0.17682661492799154,0.008988601991090908,True,True,0.43469760957502623,0.16997515019961204,0.00864032246583686,True,True
50,emotion_joint,ridge,387,0.27521657130550764,0.41693640731961734,0.17931889466260026,0.009115291689889825,False,True,0.4259305865784808,0.1735232491312144,0.008820682470659527,False,True
50,emotion_mlp,ridge,387,0.24065988603775365,0.4178559871226084,0.1800459345875497,0.00915224920626633,False,False,0.42683097184837565,0.1739189239021361,0.008840795749620274,False,False
50,population,ridge,387,,0.4186340339399463,0.1803525111215451,0.009167833367310271,False,False,0.42725820313080953,0.17411320522397333,0.008850671624227776,False,False
100,emotion,ridge,387,4.263997790601114,0.4335908732621104,0.17828318087460018,0.009062643399241899,True,True,0.441176758158198,0.1744364589237781,0.00886710353325276,True,True
100,emotion_joint,ridge,387,0.30469814304132775,0.4173420421523117,0.1797706280313094,0.00913825458752305,False,False,0.4265354663927763,0.17373876185873693,0.008831637598271417,False,False
100,emotion_mlp,ridge,387,0.3668483653318371,0.4181747424125581,0.1802656879810751,0.009163419899045783,False,False,0.42725342819517415,0.1737534984446816,0.008832386701034131,False,False
100,population,ridge,387,,0.4186340339399463,0.1803525111215451,0.009167833367310271,False,False,0.42725820313080953,0.17411320522397333,0.008850671624227776,False,False
