backbone,head,variant,stage1,n_train,mediator,fold,domain,user_id,seed,srocc,plcc,ccc,eff_dof,recorded_at,experiment
qwen8b,mlp,C,mean,100,population,0,fashion,15,2,0.03326576306197338,0.06994091811346109,0.03288752852387865,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,15,2,-0.04128422060785621,-0.004890454058359837,-0.004420478743729216,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,15,2,-0.02270090345760073,-0.005128456559207531,-0.003635118329088643,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,15,2,0.04740642130167216,0.08280410464045068,0.05512951467087269,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,19,2,0.44712716057826046,0.5186067488223406,0.4209811742721199,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,19,2,0.30528455618818473,0.4275294044505397,0.37386594129478795,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,19,2,0.45958037283983,0.4822724082812053,0.30312261736863133,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,19,2,0.39044179190215367,0.43392310168349846,0.3158733675998756,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,21,2,0.28221454861621714,0.34957648659554286,0.23652334899965935,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,21,2,0.3092942117129398,0.34837767844644113,0.2940858874194536,,2026-08-22,table1
qwen8b,mlp,C,mean,100,random,0,fashion,21,2,0.33142274237779895,0.36785105304194293,0.2282857346175747,,2026-08-22,table1
qwen8b,mlp,C,mean,100,pca,0,fashion,21,2,0.26710854252308275,0.28842401427526987,0.1770008225202779,,2026-08-22,table1
qwen8b,mlp,C,mean,100,population,0,fashion,22,2,0.3241586163750325,0.2671895292988168,0.1103544890652704,,2026-08-22,table1
qwen8b,mlp,C,mean,100,identity,0,fashion,22,2,0.4546311191619761,0.400747478316071,0.33120966367932386,,2026-08-22,table1
