n_train,mediator,head,fold,domain,user_id,ccc,srocc,plcc,eff_dof
10,emotion,ridge,0,art,3,0.0028505437819596373,-0.014696939632454284,0.0058497454609780465,1.2115986525976112
10,emotion,ridge,0,art,14,0.30090011343706435,0.4362104208105073,0.4536597434645229,1.3016819751716904
10,emotion,ridge,0,art,15,-0.0066064220064785155,-0.10025999166445239,-0.08344154154346041,1.171391792131859
10,emotion,ridge,0,art,19,0.37737315475578115,0.5256020760474608,0.5650470029618821,1.1211115331063852
10,emotion,ridge,0,art,21,0.386859144580533,0.5765319283045862,0.56855367849714,1.1331584601010536
10,emotion,ridge,0,art,22,0.278154731702968,0.35683270535072953,0.3585319329235266,1.2062916210977257
10,emotion,ridge,0,art,30,0.12478799917531327,0.18099772974719233,0.2311287727747074,1.4078110973627178
10,emotion,ridge,0,art,50,0.09881920284497415,0.3543636950806394,0.33864896863391175,1.2638985188142797
10,emotion,ridge,0,art,57,-0.1475736536547115,-0.1579788909554893,-0.22584012637628345,1.2003558693212302
10,emotion,ridge,0,art,62,0.14856951330317042,0.40124292377263227,0.3419972773529051,1.155332023330905
10,emotion,ridge,0,art,63,-0.007883314272229191,-0.049852823683974874,-0.022629976096964717,1.1002880367593115
10,emotion,ridge,0,art,79,0.2043422576501381,0.45366412467212774,0.43909035286797715,1.1879607901338776
10,emotion,ridge,0,art,80,0.39286003104221695,0.6043664277772844,0.5727204339217734,1.1446599241675148
10,emotion,ridge,0,art,85,0.10086215270127862,0.09269278173382484,0.14117751833549003,1.223158918553005
10,emotion,ridge,0,art,86,0.05931178013734386,0.2362877563302682,0.31888696003179173,1.2058802885871742
10,emotion,ridge,0,art,98,0.08605051161508487,0.24797814272078195,0.21259936540038,1.1395955834813434
10,emotion,ridge,0,art,99,0.4935205612922658,0.6726053018504743,0.6600867179155412,1.1386488962401826
10,emotion,ridge,0,art,105,-0.004487486473926753,-0.01595011759088695,-0.03153123224601425,1.151355666464042
10,emotion,ridge,0,art,109,0.08343960057780338,0.5561417156922207,0.5665982929500463,1.0860114574125501
10,emotion,ridge,0,art,110,0.11744924570194654,0.3203535799122486,0.2954320132359031,1.041970118146406
10,emotion,ridge,0,art,116,0.45944699579457005,0.6081856596977052,0.5918057278218893,1.1064237977299576
10,emotion,ridge,0,art,117,0.35332049893325573,0.7667223664701055,0.7193405963471428,1.1668767084549716
10,emotion,ridge,0,art,126,0.28336854226578323,0.4174270546543982,0.4249534107973601,1.2371736862046274
10,emotion,ridge,0,art,127,0.4804135776947031,0.6061225225353675,0.6403806621138913,1.1993400722701277
10,emotion,ridge,0,art,136,0.24689515230803086,0.42751298872640414,0.4812180216259011,1.083288281436694
10,emotion,ridge,0,art,144,0.5934357713094833,0.6441917298455555,0.6627380360383021,1.32901817298761
10,emotion,ridge,0,fashion,3,0.2063583760115772,0.30823593676620653,0.3406758797051827,0.9501328696321849
10,emotion,ridge,0,fashion,14,0.08950589895195996,0.46490308735222685,0.4244430514981908,0.975119005444086
10,emotion,ridge,0,fashion,15,-0.0007511915993153523,-0.027576992505772717,-0.004820166360104558,0.9625450715149879
10,emotion,ridge,0,fashion,19,-0.06398125282052564,-0.29980720971629116,-0.3237464850808401,0.9768692075675274
10,emotion,ridge,0,fashion,21,0.16172798796442073,0.38260128476022426,0.37729032327508377,0.9154885208107804
10,emotion,ridge,0,fashion,22,0.08095394030095084,0.32259898989420244,0.3172955136107415,0.927078031628458
