n_train,mediator,head,fold,domain,user_id,ccc,srocc,plcc,eff_dof
25,emotion,ridge,0,art,3,-2.637973224121346e-07,-0.022392101734851642,-0.015875160720619366,0.00017498567186333778
25,emotion,ridge,0,art,14,5.908781845332044e-05,0.528002884837182,0.535577643777613,0.00017498627240556528
25,emotion,ridge,0,art,15,-9.681083935667953e-06,-0.27300602217029196,-0.20496395214165752,0.00017498697839040712
25,emotion,ridge,0,art,19,0.00010115960962733737,0.6600645968209138,0.651270974443643,0.00017498727185105372
25,emotion,ridge,0,art,21,4.3994389210694225e-05,0.5032762371754161,0.4873216985774334,0.00017498690947413966
25,emotion,ridge,0,art,22,4.238271222941931e-05,0.3269870990770227,0.3453011947829494,0.0001749869913889031
25,emotion,ridge,0,art,30,-6.103624512121961e-06,-0.09989492188233019,-0.09537692723365575,0.00017498773544883574
25,emotion,ridge,0,art,50,2.9843729708267927e-05,0.4373027089759034,0.47096705461185256,0.00017498760272804373
25,emotion,ridge,0,art,57,1.8552626013405842e-05,0.4331414855988833,0.4537515123297238,0.0001749864468067558
25,emotion,ridge,0,art,62,2.5021615532150027e-05,0.47176093792293156,0.4441700769664322,0.00017498642086066313
25,emotion,ridge,0,art,63,1.6530528366388716e-05,0.12165682454544181,0.15447190890913445,0.0001749843053056736
25,emotion,ridge,0,art,79,3.2486952377218545e-05,0.4503092975316952,0.4742174207040487,0.00017498634765302217
25,emotion,ridge,0,art,80,6.551370383098867e-05,0.5677173174601121,0.5621117306779383,0.0001749866018008223
25,emotion,ridge,0,art,85,1.9041260895181953e-05,0.18588619144510976,0.22053343144203708,0.00017498694306865758
25,emotion,ridge,0,art,86,4.845365067037577e-05,0.6461712173845011,0.6625452241551217,0.00017498747797390908
25,emotion,ridge,0,art,98,3.829543824473909e-05,0.41684115856785964,0.40466725717116736,0.00017498697808680778
25,emotion,ridge,0,art,99,0.00012756616065425202,0.717678247330464,0.7200589778904906,0.0001749844231935028
25,emotion,ridge,0,art,105,3.78705804900836e-06,0.2791357251231168,0.270130073198789,0.00017498665271562745
25,emotion,ridge,0,art,109,3.061732926381303e-05,0.5743819738856659,0.5422355314376759,0.00017498392838020412
25,emotion,ridge,0,art,110,4.2546665130875604e-05,0.3523254538226512,0.3678908006038505,0.00017498568489927424
25,emotion,ridge,0,art,116,6.187126202737661e-05,0.5754933300551247,0.604490338781517,0.0001749878403177022
25,emotion,ridge,0,art,117,6.546775030332391e-05,0.6728714683143295,0.730059082933985,0.00017498651663054953
25,emotion,ridge,0,art,126,4.2071807343640364e-05,0.36476151466783374,0.38273534584165675,0.00017498619095814
25,emotion,ridge,0,art,127,7.633274308335341e-05,0.5260389768117827,0.5580520505990141,0.00017498565533889413
25,emotion,ridge,0,art,136,3.8370967678683955e-05,0.3810511195213709,0.4084635034544374,0.0001749863705437145
25,emotion,ridge,0,art,144,7.13252168728207e-05,0.6822786432322816,0.6903524485332244,0.00017498638306091455
25,emotion,ridge,0,fashion,3,0.10661962982479374,0.4531628158919345,0.4833088192843499,0.43522724242767824
25,emotion,ridge,0,fashion,14,0.16825971566728515,0.5146983477911365,0.5915104668759167,0.44550193126917337
25,emotion,ridge,0,fashion,15,-0.0037300569640343426,-0.11399212619282084,-0.14926642696155465,0.4253999640820716
25,emotion,ridge,0,fashion,19,0.0989423719763426,0.38232911835416034,0.4510036126298673,0.4510473672500722
25,emotion,ridge,0,fashion,21,0.0385363536640894,0.25442758088637124,0.2588929167023031,0.44196643731817276
25,emotion,ridge,0,fashion,22,0.06450056091476479,0.38147488954553893,0.3486174894163617,0.4267041034431252
25,emotion,ridge,0,fashion,30,0.1668243460335267,0.6144894044254519,0.5810138456540779,0.43721261461334804
25,emotion,ridge,0,fashion,50,0.002653675516069851,-0.046166008655650785,0.034389914939760624,0.4542600974953033
25,emotion,ridge,0,fashion,57,0.05921690606074632,0.21297823613060266,0.19652464172112125,0.4442553427001831
25,emotion,ridge,0,fashion,62,0.01609717942337164,0.20848859611264572,0.16526628427625653,0.43858788248196556
25,emotion,ridge,0,fashion,63,0.08593988611144586,0.29157141105231066,0.3217243129617453,0.4362635221048103
25,emotion,ridge,0,fashion,79,0.20264200906565094,0.4362678440714232,0.5101024706091792,0.43879641271793624
25,emotion,ridge,0,fashion,80,0.1107695564012581,0.34226880826313233,0.3606010718985971,0.44095757812976705
25,emotion,ridge,0,fashion,85,0.09565556298418323,0.46197359124908216,0.4547421708988691,0.44077102962260173
25,emotion,ridge,0,fashion,86,-0.0039312661123691636,-0.10977341493817105,-0.1164177841585144,0.411436580340035
25,emotion,ridge,0,fashion,98,0.09508661065131063,0.31321502726204903,0.3577492013022242,0.4369838459478739
25,emotion,ridge,0,fashion,99,0.10084491873524244,0.4135332257845836,0.47039410135710497,0.4267872434831213
25,emotion,ridge,0,fashion,105,0.032474825856924995,0.08821290272031684,0.11141794614713568,0.450632969257888
25,emotion,ridge,0,fashion,109,0.1287400699714132,0.5253391780231387,0.5927702396366976,0.4254231305080739
25,emotion,ridge,0,fashion,110,0.0746024255106763,0.35246778920418453,0.38366180569041386,0.4186082203069922
25,emotion,ridge,0,fashion,116,-0.002907687130240326,-0.13676275005182836,-0.1258162348992315,0.4507077729647647
25,emotion,ridge,0,fashion,117,0.12328108334100156,0.5080343680184072,0.5546523884094476,0.4342681742879972
25,emotion,ridge,0,fashion,126,0.0902792193838308,0.23610171180142536,0.3983096810849743,0.4423024441037859
25,emotion,ridge,0,fashion,127,0.12058755733609171,0.5119190189211085,0.49460798731903954,0.4199053710830182
25,emotion,ridge,0,fashion,136,0.11601509371059655,0.39711861646962576,0.43864146707298685,0.45488772524260884
25,emotion,ridge,0,fashion,144,0.15485088300204786,0.577286918087313,0.5158065419241362,0.4348629042886517
25,emotion,ridge,0,landscape,3,0.13433082436599283,0.43037047429276254,0.4919452528579292,1.0388441949572291
25,emotion,ridge,0,landscape,14,0.1251114229423104,0.34643911414153294,0.36162505102652537,1.063721528430591
25,emotion,ridge,0,landscape,15,-0.022473600057103426,-0.047209442832944336,-0.06964135928680938,1.0104313808169538
25,emotion,ridge,0,landscape,19,0.2028666745033832,0.43471677437160355,0.46312328312181944,1.0178017422736827
25,emotion,ridge,0,landscape,21,0.12588838039659112,0.5228801886479549,0.47931572396806366,1.0301369674169165
25,emotion,ridge,0,landscape,22,0.19938030618739305,0.4134881434685976,0.4284442727945147,0.9564580923404239
25,emotion,ridge,0,landscape,30,0.18984699881375128,0.42318166988406697,0.44383245617401507,1.060857669754128
25,emotion,ridge,0,landscape,50,0.19669484293480638,0.4130333365143748,0.39808190179188674,1.0616189119325004
25,emotion,ridge,0,landscape,57,0.10760719705396664,0.4346700362181844,0.4061516892587849,1.0259882883703435
25,emotion,ridge,0,landscape,62,0.14572641795808133,0.3627759645406566,0.4398385959620507,1.0798609170000786
25,emotion,ridge,0,landscape,63,0.012002840146522179,0.07622203132973751,0.10305998967488231,1.0235381829335288
25,emotion,ridge,0,landscape,79,-0.005736165516097747,-0.12951051791241103,-0.04654047464628554,1.009887816730869
25,emotion,ridge,0,landscape,80,0.29720732735282857,0.7046438920803504,0.6847763025450891,0.9540198863639722
25,emotion,ridge,0,landscape,85,0.051065668668951424,0.3260429112328495,0.28931461214846554,0.9562173657879475
25,emotion,ridge,0,landscape,86,0.17000458179550457,0.49622666710246055,0.44808217230086367,1.004542014145934
25,emotion,ridge,0,landscape,98,0.12320782675184906,0.4330243409297617,0.4487527516334249,1.0358955176627593
25,emotion,ridge,0,landscape,99,0.26914670312008704,0.5909789035125439,0.5523229305975413,1.0234596718128612
25,emotion,ridge,0,landscape,105,0.06977786008602524,0.31796148983408734,0.33840504515485853,1.1172721718647496
25,emotion,ridge,0,landscape,109,0.19963334469832847,0.3859748799305263,0.4111491008249573,1.0439419000823047
25,emotion,ridge,0,landscape,110,0.4466293265457793,0.7484726090001402,0.7109584376553661,0.9688943825473871
25,emotion,ridge,0,landscape,116,0.16142017693385244,0.41674234256729786,0.45042485840581437,1.0410431112053657
25,emotion,ridge,0,landscape,117,0.3214676023957466,0.5863464401083093,0.5527024635102423,0.971932628879578
25,emotion,ridge,0,landscape,126,0.14041859483466804,0.23492810749147006,0.26466908482277385,0.9710251407475368
25,emotion,ridge,0,landscape,127,0.1680206984257832,0.2662202743765355,0.3161643926356365,1.0056050258165683
25,emotion,ridge,0,landscape,136,0.11927341433191249,0.5151667980701053,0.5886119705419638,1.0341810320805562
25,emotion,ridge,0,landscape,144,0.36423330374509105,0.5238731397677104,0.5141587858591586,1.0632612785930264
25,emotion,ridge,1,art,5,0.05561501728854265,0.1828083224606589,0.22889711154283846,1.0508214544950008
25,emotion,ridge,1,art,6,0.5005797897029463,0.7183147623442355,0.6951580298073102,0.9921373655531077
25,emotion,ridge,1,art,16,0.190216405317083,0.4614566722469488,0.47507558018652823,1.058683402159156
25,emotion,ridge,1,art,17,0.08071596552612309,0.16030863447496438,0.1656275866663298,1.040745855234676
25,emotion,ridge,1,art,23,0.0464514764699388,0.14016895495062903,0.14827900791669404,1.0495681475870868
25,emotion,ridge,1,art,35,0.06632262677608017,0.3014176578267949,0.20970206613274914,1.094405669398126
25,emotion,ridge,1,art,39,0.41633791730378766,0.7229489899913997,0.7330140527238821,0.9664909437106962
25,emotion,ridge,1,art,44,0.33847078334523617,0.7074731482341563,0.662750332747586,1.047908681007823
25,emotion,ridge,1,art,51,0.17135558594512504,0.4448457183275281,0.5076493221737781,1.0808215386347604
25,emotion,ridge,1,art,64,0.07735276937706231,0.3261000472904407,0.3478262965474419,1.0775537162957
