n_train,mediator,head,fold,domain,user_id,ccc,srocc,plcc,eff_dof
10,emotion,ridge,0,art,3,0.03298120406343063,0.05526049301802812,0.08499208297480272,1.2761694560536971
10,emotion,ridge,0,art,14,0.28346082974738457,0.44594593008844624,0.4664275483239478,1.2810258113876494
10,emotion,ridge,0,art,15,-0.019149169746023584,-0.3375278109212178,-0.2217607346477115,1.189107959291537
10,emotion,ridge,0,art,19,0.40915223151089747,0.5545832667263614,0.5952412459943528,1.2259944325033603
10,emotion,ridge,0,art,21,0.3266200655511242,0.5109472092511813,0.5054734696506064,1.1632087329642151
10,emotion,ridge,0,art,22,0.1686652646523682,0.32426058365887006,0.3034059940515197,1.291975556726016
10,emotion,ridge,0,art,30,0.03315409016420761,0.05701923016352808,0.08632360155010184,1.3520194038553932
10,emotion,ridge,0,art,50,0.16790971663050655,0.3953388054365572,0.34273573996389334,1.306610177838823
10,emotion,ridge,0,art,57,0.07989885709347223,0.3266682151960965,0.37777306198682864,1.2534195998957176
10,emotion,ridge,0,art,62,0.08227497479648649,0.2833750466187681,0.26398040700369274,1.159811105102397
10,emotion,ridge,0,art,63,0.027355453012414016,0.09815400325730393,0.06153599636357978,1.1548139730277571
10,emotion,ridge,0,art,79,0.215051064789045,0.2768240697999336,0.30918116129248424,1.2427877520270327
10,emotion,ridge,0,art,80,0.318747415719655,0.4822354783825251,0.49015766785401116,1.1810655627547786
10,emotion,ridge,0,art,85,0.09794967793349448,0.11408733278094123,0.1649214408675226,1.2942614856605612
10,emotion,ridge,0,art,86,0.061442836990358456,0.1417825237963368,0.23166580490025465,1.2265079614326064
10,emotion,ridge,0,art,98,0.16927028751269166,0.3436993816720359,0.3369472709133752,1.1278610137204708
10,emotion,ridge,0,art,99,0.39335621371869506,0.634131851101841,0.6418324749615081,1.1636339647875504
10,emotion,ridge,0,art,105,-0.0633091864883905,-0.2263326655030843,-0.2854720284048944,1.1542605385673068
10,emotion,ridge,0,art,109,0.07065395870406477,0.474487192898524,0.4540975214661354,1.0831694885500531
10,emotion,ridge,0,art,110,0.1269958053885842,0.27174041234776564,0.27902953465886604,1.112850973052409
10,emotion,ridge,0,art,116,0.43209973451684197,0.576405775052778,0.5816857635739279,1.24714455637572
10,emotion,ridge,0,art,117,0.43632982492850175,0.6900158421046688,0.6995993708470382,1.1324095984977307
10,emotion,ridge,0,art,126,0.3500563356926017,0.4524342067963276,0.44395501080807676,1.2348981211102503
10,emotion,ridge,0,art,127,0.37699224902682477,0.5875246893066672,0.5921294790821057,1.230873612612652
10,emotion,ridge,0,art,136,0.27349871621460475,0.42549290745662,0.46526306274961576,1.1748794911092673
10,emotion,ridge,0,art,144,0.46364421018863106,0.6505389949451573,0.644421256978306,1.353630048648829
10,emotion,ridge,0,fashion,3,1.810488434661038e-05,0.2356047372692166,0.29928200331518645,6.999704731678185e-05
10,emotion,ridge,0,fashion,14,1.774045840263405e-05,0.4774354005569407,0.47618253038393304,6.999764467861919e-05
10,emotion,ridge,0,fashion,15,7.789196862746041e-07,0.07404869689713482,0.07851185453653611,6.999666791651505e-05
10,emotion,ridge,0,fashion,19,2.3912482235480925e-05,0.5259406551664259,0.5094443149282988,6.999766607898686e-05
10,emotion,ridge,0,fashion,21,3.114966339409853e-06,0.30983368601726174,0.3234992618215147,6.999649694351403e-05
10,emotion,ridge,0,fashion,22,8.856713141876653e-06,0.36298047107928627,0.34712985841294897,6.99965828655e-05
10,emotion,ridge,0,fashion,30,9.935247276333343e-06,0.528138411985796,0.5085501294676331,6.999709599659753e-05
10,emotion,ridge,0,fashion,50,2.2489275668742003e-06,-0.0029788813328106775,0.1058096626183956,6.999704470254009e-05
10,emotion,ridge,0,fashion,57,3.606386572184176e-06,0.13109481149752986,0.03822251546871107,6.999693330225865e-05
10,emotion,ridge,0,fashion,62,4.805437122358186e-06,0.267794251492363,0.19068783139917364,6.9997191477505e-05
10,emotion,ridge,0,fashion,63,7.554975392098809e-06,0.31929959754216464,0.271935279278982,6.99960308436167e-05
10,emotion,ridge,0,fashion,79,5.392196670453055e-05,0.5076679195387812,0.5151256046300932,6.99965547100678e-05
10,emotion,ridge,0,fashion,80,3.762240298730515e-05,0.36580643170693355,0.3988418425218147,6.99974994685812e-05
10,emotion,ridge,0,fashion,85,2.455843519585675e-05,0.48896299443037977,0.4813878970888623,6.999659911446974e-05
10,emotion,ridge,0,fashion,86,-2.9796040062399832e-06,-0.17062229769211298,-0.18820739254096922,6.999645322922627e-05
10,emotion,ridge,0,fashion,98,3.321716577731292e-05,0.3486960966759287,0.37203304458439906,6.999672138569278e-05
10,emotion,ridge,0,fashion,99,2.771170025185107e-05,0.3765540443841651,0.4401431377323883,6.999667217329406e-05
10,emotion,ridge,0,fashion,105,2.875584059921065e-05,0.352990779178078,0.3191960743327812,6.999579455973487e-05
10,emotion,ridge,0,fashion,109,-4.770891330556914e-07,-0.13099779539294001,-0.1938389085930078,6.999655618982012e-05
10,emotion,ridge,0,fashion,110,9.660473303862937e-06,0.46956077442866234,0.518139740086095,6.999693927217229e-05
10,emotion,ridge,0,fashion,116,-2.902964082077185e-06,-0.055241855777327896,-0.11192860711447894,6.999624564849098e-05
10,emotion,ridge,0,fashion,117,4.411370311354438e-05,0.4926664465291171,0.5136987641876167,6.99965821017209e-05
10,emotion,ridge,0,fashion,126,-1.3648631629824089e-05,-0.2103967842828779,-0.29792663030533995,6.999608896369409e-05
10,emotion,ridge,0,fashion,127,2.200433312948941e-05,0.34160683788287,0.31280277096784026,6.999653281749599e-05
