n_train,mediator,head,fold,domain,user_id,ccc,srocc,plcc,eff_dof
10,emotion,lasso,0,art,3,0.06737451370671627,0.10003716909823884,0.09597853736500243,2.2393477875480867
10,emotion,lasso,0,art,14,0.45946574942757595,0.6387189479847772,0.6318512870507693,2.3306006443788445
10,emotion,lasso,0,art,15,0.21441654144626915,0.22654084980961536,0.23011953377466243,2.1800176053969245
10,emotion,lasso,0,art,19,0.4740387640262678,0.5763815116948287,0.5774939103925285,2.1404671337060996
10,emotion,lasso,0,art,21,0.3140105398617686,0.46201014511087224,0.46335758560022416,2.021713372588692
10,emotion,lasso,0,art,22,0.29584182738094156,0.41978599884486145,0.4241240430524831,2.031803708132567
10,emotion,lasso,0,art,30,-0.16002243033364383,-0.21670274638038162,-0.20978902443484174,2.343169146958095
10,emotion,lasso,0,art,50,0.4737479216297064,0.4833905830178234,0.5183754203470747,2.2853883054757076
10,emotion,lasso,0,art,57,0.4570178790084448,0.5106581584154437,0.5381884294109579,2.2273842821484298
10,emotion,lasso,0,art,62,0.384493706997555,0.494897441611381,0.5166440506297977,1.966859978350056
10,emotion,lasso,0,art,63,0.14699951981290843,0.15671605517522624,0.163833133954746,1.9182352138717946
10,emotion,lasso,0,art,79,0.4554121188942227,0.4647452203784049,0.5143665745036589,2.1570296721558844
10,emotion,lasso,0,art,80,0.3915820669946253,0.6826756527713498,0.6575850467488001,2.039413722797314
10,emotion,lasso,0,art,85,0.08073366700503361,0.028051762893131202,0.09350560046981476,2.1533641284434
10,emotion,lasso,0,art,86,0.5699161946908252,0.6414511814496295,0.643602229215165,2.2625120808935417
10,emotion,lasso,0,art,98,0.24803938246234972,0.40329102837237885,0.4165316808829515,1.895315225519925
10,emotion,lasso,0,art,99,0.4410696341242262,0.7264778484164266,0.7392397886624106,1.9677730491552206
10,emotion,lasso,0,art,105,0.20955340292761568,0.25833227836455225,0.2500594446220501,2.0142671715454488
10,emotion,lasso,0,art,109,0.4445372194873407,0.46805810151923105,0.48389330105296025,1.828189973478575
10,emotion,lasso,0,art,110,0.4204109293271257,0.485309465622598,0.5076554083603507,1.8428237842268056
10,emotion,lasso,0,art,116,0.5663758770537234,0.5973413388710003,0.6114998301479009,2.3694484064706085
10,emotion,lasso,0,art,117,0.4541851350987956,0.7377247531723158,0.739340507185771,2.0823773290108294
10,emotion,lasso,0,art,126,0.3928175855243112,0.4633154734958584,0.47829847222677785,2.2288870822449054
10,emotion,lasso,0,art,127,0.34646118389898295,0.4662216715194727,0.49767687991165166,2.1207311216573634
10,emotion,lasso,0,art,136,0.2766279090279773,0.3459654974672268,0.3940516675572948,2.0436796825208896
10,emotion,lasso,0,art,144,0.636348755327707,0.6680774906151098,0.670650110356021,2.305069323744211
10,emotion,lasso,0,fashion,3,0.26533605476338834,0.4345824467732514,0.47448593379047255,1.9779892146227815
10,emotion,lasso,0,fashion,14,0.21657737383221193,0.4601396354167493,0.5392255816077388,2.5412216764104953
10,emotion,lasso,0,fashion,15,0.004978255427959745,-0.0065014520642293246,0.0056819844669372625,1.969958183252693
10,emotion,lasso,0,fashion,19,0.28903803000876305,0.4268196401683152,0.4763974965257707,2.1638329678222967
10,emotion,lasso,0,fashion,21,0.13479281209573324,0.18723364073965285,0.23074760786245332,1.8918178777770818
10,emotion,lasso,0,fashion,22,0.16514302934666034,0.393805686409602,0.3826560144544638,1.6259778627209291
10,emotion,lasso,0,fashion,30,0.16161191840861583,0.3354828278077899,0.32689326341477554,2.076341537119432
10,emotion,lasso,0,fashion,50,0.04037518346794219,-0.010584142537413025,0.06236743039958197,2.061133604048034
10,emotion,lasso,0,fashion,57,0.10393318232868606,0.24167816324854133,0.17626944443862702,1.9389780158327738
10,emotion,lasso,0,fashion,62,0.13055583402819282,0.2957836076347694,0.2833511021336073,2.1767666009908178
10,emotion,lasso,0,fashion,63,0.16718800940762896,0.24022927152477122,0.2615974565658064,1.937107600485408
10,emotion,lasso,0,fashion,79,0.40029498318366963,0.43304040464252475,0.5264666782893211,1.7037402256615954
10,emotion,lasso,0,fashion,80,0.10545536907530155,0.22183636493830286,0.23769321875379842,2.0119509411812313
10,emotion,lasso,0,fashion,85,0.2535376144517816,0.42475413524912947,0.4209264222530564,1.8820653220716486
10,emotion,lasso,0,fashion,86,0.07406301126572604,0.08305554639806927,0.11478188799358445,1.4610549297630357
10,emotion,lasso,0,fashion,98,0.15238186722216673,0.3042814533768127,0.32734797495951956,1.7882693941275267
10,emotion,lasso,0,fashion,99,0.22566333442797382,0.41985306776138864,0.45534363010472406,1.8095583947429852
10,emotion,lasso,0,fashion,105,0.09813197956359924,0.12531916549944772,0.13741727707645499,1.9340948211110018
10,emotion,lasso,0,fashion,109,0.3208772729906191,0.47902298156194956,0.5456339452724327,1.69504597087634
10,emotion,lasso,0,fashion,110,0.2454180423942153,0.3448727928958437,0.3776607677208519,1.5550543307011784
10,emotion,lasso,0,fashion,116,0.2510621189096457,0.24281545222358794,0.3599593313758784,1.8484603667702602
10,emotion,lasso,0,fashion,117,0.3276464021102859,0.47667173983840266,0.5335383669446165,1.6825288697427163
10,emotion,lasso,0,fashion,126,0.22232264347392536,0.2538242330615408,0.40277761538728074,2.255774235314144
10,emotion,lasso,0,fashion,127,0.27473322258523547,0.5300948213393801,0.5051020181847342,1.5928012764150516
10,emotion,lasso,0,fashion,136,0.2303374075998923,0.5055842447604649,0.46146582808590053,2.3104604337485424
10,emotion,lasso,0,fashion,144,0.2507586945358096,0.5397303240308864,0.4847362772220428,1.78691592106683
10,emotion,lasso,0,landscape,3,0.17537241762718211,0.23089326704333685,0.20052662724281914,5.908702339754266
10,emotion,lasso,0,landscape,14,0.20637362922397295,0.3598227971889237,0.3846794091197089,5.326511786698375
10,emotion,lasso,0,landscape,15,0.0630807456408256,0.07361472441747251,0.0676795573295447,5.769592202005636
