backbone,head,variant,stage1,n_train,mediator,fold,domain,user_id,seed,srocc,plcc,ccc,eff_dof,recorded_at,experiment
qwen8b,mlp,C,mean,100,population,0,art,3,1,0.12967599735702165,0.1141836599011502,0.08690587223588915,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,identity,0,art,3,1,0.08142104556379674,0.12899118450259742,0.1222369678344095,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,random,0,art,3,1,0.10826745529241323,0.12284624799840135,0.08186856752638617,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,shuffled,0,art,3,1,0.06633218754114367,0.017297393504054813,0.012979261496754478,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,pca,0,art,3,1,0.1636749177067659,0.1731566987769184,0.1148898933752191,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion,0,art,3,1,-0.06422562619382523,-0.05096220929679367,-0.01946713368264096,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion_mlp,0,art,3,1,0.16661430563325674,0.16892541342622214,0.09609381140122494,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion_joint,0,art,3,1,0.12374823170526508,0.054470158925338304,0.03189149154046258,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,population,0,art,14,1,0.6663360049160734,0.6078980326922475,0.3570263054401158,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,identity,0,art,14,1,0.4677018130666975,0.47002110073750414,0.4564403543853441,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,random,0,art,14,1,0.5748917570554329,0.5481920383130024,0.37068055740509925,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,shuffled,0,art,14,1,0.678505391513497,0.6152186286339829,0.47969489341692384,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,pca,0,art,14,1,0.5424566164508712,0.5200931517790387,0.3759082807109662,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion,0,art,14,1,0.5985351367304275,0.5670484034399575,0.4472775414764239,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion_mlp,0,art,14,1,0.6430899929667092,0.599818977650651,0.45376087148646577,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion_joint,0,art,14,1,0.6348446126598832,0.611794895631016,0.4524320064751031,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,population,0,art,15,1,0.2656783571489699,0.35065600522074986,0.2303112067685561,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,identity,0,art,15,1,0.2690238971250613,0.24736505868222877,0.22173979443579264,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,random,0,art,15,1,0.3034351654505725,0.22698096345537322,0.2238130476357002,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,shuffled,0,art,15,1,0.2952040750332049,0.2305443289021961,0.22497259494395133,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,pca,0,art,15,1,0.25362379247321215,0.252070626360607,0.2304699820344178,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion,0,art,15,1,0.13355607999793312,0.013199124325602584,0.009701849802945561,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion_mlp,0,art,15,1,0.05018309964137049,0.07526434372955604,0.07104312306024514,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,emotion_joint,0,art,15,1,0.08868336127099335,-0.04327170844802357,-0.03998287229133879,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,population,0,art,19,1,0.45686527612401,0.4542753647217692,0.4265722027338345,,2026-08-22,efficiency
qwen8b,mlp,C,mean,100,identity,0,art,19,1,0.5003620029260776,0.49058954977493613,0.44523240937738545,,2026-08-22,efficiency
