mediator,head,fold,domain,user_id,ccc,srocc,plcc,eff_dof
emotion,mlp,0,art,3,0.1094714831139461,0.09105570598951677,0.1049708185418536,
emotion,mlp,0,art,14,0.2875780959277732,0.30858915292895456,0.3029376049842852,
emotion,mlp,0,art,15,0.23507989983282598,0.2990806531007392,0.25635839682187805,
emotion,mlp,0,art,19,0.23932842910685337,0.27049111300307144,0.2591769612672962,
emotion,mlp,0,art,21,0.18675732948375723,0.21378740730291904,0.1924252411386851,
emotion,mlp,0,art,22,0.03055765596898417,0.04305622264499406,0.028815383753984302,
emotion,mlp,0,art,30,-0.10242256518913162,-0.12574232081161954,-0.1077262467318746,
emotion,mlp,0,art,50,0.149865986682401,0.1777692100550493,0.16401875250802114,
emotion,mlp,0,art,57,0.11747838274580473,0.19100272691793618,0.1254560869361241,
emotion,mlp,0,art,62,0.32015384901212224,0.32952150986634215,0.34268933150108755,
emotion,mlp,0,art,63,-0.05807548538830523,-0.08585764078906781,-0.05999044077106366,
emotion,mlp,0,art,79,0.14483158841311772,0.1496625663204072,0.15376604386726492,
emotion,mlp,0,art,80,0.24744809215916205,0.2348621716572322,0.2588894990824225,
emotion,mlp,0,art,85,0.1505193621082981,0.17882998844371137,0.15983949649179288,
emotion,mlp,0,art,86,0.29435167426871023,0.29305669583846616,0.3072654288685167,
emotion,mlp,0,art,98,0.2841266628095587,0.28770590718767725,0.29950092400529654,
emotion,mlp,0,art,99,0.32097622768541595,0.37531045515649025,0.3393726366960937,
emotion,mlp,0,art,105,0.046563783476743566,0.05275298497089816,0.04744854000575167,
emotion,mlp,0,art,109,0.1301145432028918,0.16489522561273076,0.13796447501294687,
emotion,mlp,0,art,110,0.04835547262605123,0.045701173735743734,0.050013290110652836,
emotion,mlp,0,art,116,0.33710652040911454,0.32824152576387616,0.3537489745331019,
emotion,mlp,0,art,117,0.49484930691372275,0.5013190983644907,0.5148326780441194,
emotion,mlp,0,art,126,0.18966750826853485,0.1934994485482171,0.20596255704045466,
emotion,mlp,0,art,127,0.33531242949489376,0.3527209109443184,0.3490423370624936,
emotion,mlp,0,art,136,0.11595164672721336,0.11422319179849132,0.11851059862414808,
emotion,mlp,0,art,144,0.2327644149659068,0.2436644546569374,0.23682348642614628,
emotion,mlp,0,fashion,3,0.0986318045878156,0.04872185680010227,0.10238181605798151,
emotion,mlp,0,fashion,14,0.1873957111636587,0.18187874383192812,0.19251575574733304,
emotion,mlp,0,fashion,15,-0.10348054167228206,-0.11177079673754246,-0.10894261357562007,
emotion,mlp,0,fashion,19,0.1262913382637314,0.06796732445940967,0.12934521319343537,
emotion,mlp,0,fashion,21,0.05734683028420249,0.053519383906333644,0.055853508586729994,
emotion,mlp,0,fashion,22,0.1545131451211141,0.15724609070786047,0.1531025260244647,
emotion,mlp,0,fashion,30,0.0334607008309399,0.054325720242642095,0.040567118596973734,
emotion,mlp,0,fashion,50,0.02887832412223977,0.0724402117384751,0.028534049602827502,
emotion,mlp,0,fashion,57,0.02240749472331217,0.06152934015212753,0.008510665940028472,
emotion,mlp,0,fashion,62,-0.009102817762310032,0.01303156823554004,-0.0093896754780564,
emotion,mlp,0,fashion,63,0.0020130039144468,0.03744113871512197,-0.006691681665783304,
emotion,mlp,0,fashion,79,0.0361577259290534,0.05577151944329369,0.03889892017168523,
emotion,mlp,0,fashion,80,0.09778877223735277,0.08943568259364874,0.10448627084899698,
emotion,mlp,0,fashion,85,-0.055962450960419206,-0.02682881967059553,-0.057955540792015,
emotion,mlp,0,fashion,86,0.004061118689666532,0.024216195455822598,0.009069802636806798,
emotion,mlp,0,fashion,98,0.08816115936925932,0.09635497547647738,0.10178201724821306,
emotion,mlp,0,fashion,99,0.29008231982783794,0.2876262964792429,0.30256780992951476,
emotion,mlp,0,fashion,105,0.0853322771285648,0.08724796444473659,0.08598801571717667,
emotion,mlp,0,fashion,109,0.14767209148248597,0.18592355012702766,0.156044242585472,
emotion,mlp,0,fashion,110,0.015482937168981368,0.018287951637189038,0.015953103394414237,
emotion,mlp,0,fashion,116,-0.04684310584880904,-0.0862327421924244,-0.04772552587244586,
emotion,mlp,0,fashion,117,0.04373928433738531,0.07090098421889916,0.05536618547006131,
emotion,mlp,0,fashion,126,-0.09359250737672724,-0.06226876517442973,-0.10113309752416093,
emotion,mlp,0,fashion,127,0.15695245370099906,0.15924295361954313,0.17261112267943676,
emotion,mlp,0,fashion,136,0.19785403896807538,0.23056917818495873,0.2260337591608618,
emotion,mlp,0,fashion,144,0.11762387822820257,0.10116459073768891,0.11551307944678164,
emotion,mlp,0,landscape,3,0.20527255568904001,0.21625213572872415,0.23556228473970017,
emotion,mlp,0,landscape,14,0.08535958046031637,0.10987838551252889,0.07915578562220206,
emotion,mlp,0,landscape,15,0.04674094709882976,0.05227712313704567,0.05571924478194153,
emotion,mlp,0,landscape,19,0.07563078149508533,0.10924516650969969,0.0867841162067788,
emotion,mlp,0,landscape,21,0.28074113536573947,0.30024312445414686,0.28706655436834194,
emotion,mlp,0,landscape,22,0.1668721367465332,0.2054361305362469,0.18192988530991902,
emotion,mlp,0,landscape,30,0.2804330163593964,0.23883659421462008,0.30452831972052086,
emotion,mlp,0,landscape,50,0.21044227294390525,0.18603851366116755,0.21679289074698405,
emotion,mlp,0,landscape,57,0.12172891561093473,0.10810595468554286,0.12638313525693026,
emotion,mlp,0,landscape,62,0.3093104136520116,0.3094699731341888,0.3220012265643059,
emotion,mlp,0,landscape,63,0.14679828755518495,0.1577666858641957,0.18240755020702756,
emotion,mlp,0,landscape,79,0.1630946565363491,0.21286282709332957,0.16665514201814113,
emotion,mlp,0,landscape,80,0.387735588726341,0.42435839464854186,0.4063044573564983,
emotion,mlp,0,landscape,85,0.21834994135033334,0.20968202101601197,0.240321296143439,
emotion,mlp,0,landscape,86,0.36247756174847506,0.4390026525224678,0.37474244758291325,
emotion,mlp,0,landscape,98,0.1184543691920144,0.12050599721445726,0.12558246326302128,
emotion,mlp,0,landscape,99,0.26434853101581596,0.2958153832053743,0.27748887860421795,
emotion,mlp,0,landscape,105,-0.05280544403762343,-0.08018710747141079,-0.054847994835659636,
emotion,mlp,0,landscape,109,0.1513297382244024,0.15882116398918145,0.16558441560062753,
emotion,mlp,0,landscape,110,0.20882273130811493,0.2738974025978205,0.219325662925957,
emotion,mlp,0,landscape,116,0.13477965809272768,0.15463067455355936,0.1473127909782689,
emotion,mlp,0,landscape,117,0.249789898806121,0.3215486200674283,0.25554674320990217,
emotion,mlp,0,landscape,126,0.1122536851807898,0.11516858053742374,0.12636776526172652,
emotion,mlp,0,landscape,127,0.15012177753105715,0.12678785377180943,0.15738880681074982,
emotion,mlp,0,landscape,136,0.21483474513461132,0.2157352556567822,0.23520189842456204,
emotion,mlp,0,landscape,144,0.25488931333604375,0.2615683085627826,0.26103410097236895,
emotion,mlp,1,art,5,0.11002116178202308,0.1733862688660479,0.11406919864585419,
emotion,mlp,1,art,6,0.3174715000493931,0.3576448946300907,0.32145794918576676,
emotion,mlp,1,art,16,0.2957395410648958,0.2952055098209482,0.30148219751053623,
emotion,mlp,1,art,17,0.09600727268784832,0.06603831956166216,0.09917683500910246,
